County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Fayette,3065,4151,3566,60,10842,427,394,878,26,1725,12567
Floyd,2470,2753,3642,55,8920,570,377,1213,22,2182,11102
Franklin,1124,2825,1636,33,5618,178,269,513,6,966,6584
Fremont,852,2437,864,30,4183,172,303,361,15,851,5034
Greene,1471,2416,1692,47,5626,188,229,508,7,932,6558
Grundy,1482,4064,2302,46,7894,188,358,601,9,1156,9050
Guthrie,1569,2938,2453,55,7015,225,320,696,7,1248,8263
Hamilton,2095,4054,2438,49,8636,303,386,809,17,1515,10151
Hancock,1308,3362,1948,37,6655,200,324,586,14,1124,7779
Hardin,2329,4706,2782,59,9876,407,514,938,19,1878,11754
Harrison,1838,4393,2123,74,8428,194,338,376,16,924,9352
Henry,2449,4963,3564,75,11051,603,712,1694,37,3046,14097
Howard,1449,1689,2244,28,5410,186,155,552,8,901,6311
Humboldt,1036,2744,1948,29,5757,150,263,470,8,891,6648
Ida,678,2217,1297,12,4204,111,215,382,7,715,4919
Iowa,2438,4511,3685,72,10706,324,396,918,25,1663,12369
Jackson,4364,3944,3987,51,12346,580,362,1405,10,2357,14703
Jasper,7089,7969,7246,154,22458,1093,863,2177,33,4166,26624
Jefferson,3845,3258,2319,80,9502,703,354,816,27,1900,11402
Johnson,45549,15952,25586,745,87832,10275,3988,9532,351,24146,111978
Jones,2929,4353,4595,55,11932,365,408,1235,16,2024,13956
Keokuk,1393,2602,1743,32,5770,239,279,505,6,1029,6799
Kossuth,2331,4390,3030,42,9793,242,365,761,14,1382,11175
Lee,7102,5461,5784,138,18485,1344,660,2382,61,4447,22932
Linn,52905,37681,43743,1429,135758,8492,5120,11491,476,25579,161337
Louisa,1451,2559,1922,30,5962,298,274,725,10,1307,7269
Lucas,1049,2420,1559,28,5056,176,269,472,9,926,5982
Lyon,698,5856,1027,17,7598,137,517,364,6,1024,8622
Madison,2509,4570,3362,82,10523,350,489,788,21,1648,12171
Mahaska,2217,6654,3408,110,12389,470,713,1228,22,2433,14822
Marion,4685,9958,6259,156,21058,765,1058,1645,32,3500,24558
Marshall,6734,7101,5999,142,19976,1294,917,2405,56,4672,24648
Mills,1778,5173,2260,104,9315,354,695,818,44,1911,11226
Mitchell,1529,2570,2193,42,6334,221,270,566,13,1070,7404
Monona,1320,2340,1535,36,5231,241,267,482,16,1006,6237
Monroe,1117,1959,1389,22,4487,178,196,332,13,719,5206
Montgomery,1022,3349,1580,44,5995,224,457,684,15,1380,7375
Muscatine,7120,7835,7744,206,22905,1697,1178,3125,83,6083,28988
O'Brien,1082,5398,1727,54,8261,249,601,619,20,1489,9750
Osceola,404,2385,833,17,3639,80,228,301,4,613,4252
Page,1482,4919,2115,61,8577,317,583,848,18,1766,10343
Palo Alto,1583,2198,1637,23,5441,226,193,481,14,914,6355
Plymouth,2718,8479,4268,99,15564,467,893,1206,34,2600,18164
Pocahontas,730,2168,1260,30,4188,149,208,396,10,763,4951
Polk,115859,78283,79952,2813,276907,19620,10556,20924,909,52009,328916
Pottawattamie,14278,21057,14777,593,50705,3500,3519,6246,280,13545,64250
Poweshiek,3600,3704,4021,66,11391,1363,437,1247,22,3069,14460
Ringgold,499,1866,492,15,2872,82,163,159,2,406,3278
Sac,1060,3388,1739,22,6209,147,292,574,7,1020,7229
Scott,34303,30141,35990,935,101369,8888,5341,15042,386,29657,131026
Shelby,1608,3779,2160,31,7578,218,362,482,18,1080,8658
Sioux,1811,15191,3545,80,20627,345,1329,916,26,2616,23243
Story,19772,15008,18016,641,53437,5423,3674,7314,341,16752,70189
Tama,2773,3420,3501,74,9768,413,343,1070,11,1837,11605
Taylor,575,1971,923,28,3497,89,184,276,8,557,4054
Union,1411,3134,2273,43,6861,271,312,915,16,1514,8375
Van Buren,720,2274,1183,31,4208,139,255,391,7,792,5000
Wapello,6130,5667,5403,120,17320,1429,839,2055,45,4368,21688
Warren,9860,12725,10385,275,33245,1334,1379,2434,88,5235,38480
Washington,3149,5562,4263,101,13075,449,673,1249,47,2418,15493
Wayne,731,1592,1006,18,3347,113,161,227,3,504,3851
Webster,6270,7201,6432,158,20061,1371,1054,2680,67,5172,25233
Winnebago,1530,2821,2262,40,6653,266,298,783,14,1361,8014
Winneshiek,4192,4448,4231,50,12921,787,394,1031,29,2241,15162
Woodbury,15401,20223,14380,406,50410,3991,3089,6231,145,13456,63866
Worth,1242,1892,1672,26,4832,149,175,455,4,783,5615
Wright,1517,3200,2061,29,6807,288,352,602,14,1256,8063
Totals,"593,866","654,587","571,894","14,919","1,835,266","111,868","84,095","180,907","5,349","382,219","2,217,485"
