County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Fremont,997,2686,1130,35,4848,52,83,87,6,228,5076
Greene,1662,2563,2059,40,6324,37,56,91,3,187,6511
Grundy,1692,4359,2640,50,8741,43,85,109,1,238,8979
Guthrie,1754,3166,2868,56,7844,50,76,144,3,273,8117
Hamilton,2438,4431,2936,63,9868,44,96,151,1,292,10160
Hancock,1530,3657,2357,42,7586,51,87,98,6,242,7828
Hardin,2718,5097,3450,73,11338,93,127,173,6,399,11737
Harrison,2077,4712,2405,82,9276,34,63,56,2,155,9431
Henry,2925,5419,4428,93,12865,235,319,585,13,1152,14017
Howard,1640,1799,2576,37,6052,50,45,119,1,215,6267
Humboldt,1206,2948,2201,38,6393,34,65,94,2,195,6588
Ida,803,2407,1587,23,4820,25,40,51,2,118,4938
Iowa,2752,4834,4206,90,11882,88,109,156,6,359,12241
Jackson,5039,4182,4912,55,14188,94,85,224,1,404,14592
Jasper,8227,8640,8598,163,25628,198,182,342,6,728,26356
Jefferson,4461,3540,2822,96,10919,193,89,168,8,458,11377
Johnson,50922,17855,28199,898,97874,5104,2120,4386,178,11788,109662
Jones,3324,4659,5425,59,13467,79,111,212,5,407,13874
Keokuk,1639,2792,2159,34,6624,42,67,77,1,187,6811
Kossuth,2608,4677,3464,39,10788,69,118,196,4,387,11175
Lee,8438,5947,7406,175,21966,295,174,510,17,996,22962
Linn,59884,41370,49798,1726,152778,2539,1795,2904,133,7371,160149
Louisa,1738,2789,2426,36,6989,57,48,129,2,236,7225
Lucas,1248,2574,1880,35,5737,41,80,88,3,212,5949
Lyon,809,6246,1247,22,8324,28,102,51,1,182,8506
Madison,2818,4868,3706,93,11485,104,166,215,5,490,11975
Mahaska,2676,7202,4274,127,14279,101,186,220,6,513,14792
Marion,5404,10606,7096,170,23276,208,332,418,3,961,24237
Marshall,7935,7853,7578,179,23545,241,234,442,10,927,24472
Mills,2080,5574,2750,121,10525,79,193,160,12,444,10969
Mitchell,1714,2742,2561,51,7068,83,83,132,2,300,7368
Monona,1534,2494,1809,47,5884,76,86,138,4,304,6188
Monroe,1329,2146,1480,33,4988,43,45,90,4,182,5170
Montgomery,1223,3724,2008,50,7005,64,97,139,3,303,7308
Muscatine,8699,8865,9900,262,27726,284,261,521,15,1081,28807
O'Brien,1286,5861,2169,59,9375,70,168,118,5,361,9736
Osceola,495,2577,1050,21,4143,17,53,54,0,124,4267
Page,1747,5230,2487,67,9531,104,226,271,8,609,10140
Palo Alto,1846,2351,1966,35,6198,34,32,78,2,146,6344
Plymouth,3167,9096,5025,109,17397,93,193,208,13,507,17904
Pocahontas,891,2349,1518,38,4796,32,50,99,1,182,4978
Polk,133208,86583,89966,3430,313187,5365,3254,5004,229,13852,327039
Pottawattamie,17203,23577,18852,754,60386,809,895,1229,64,2997,63383
Poweshiek,4502,4068,4729,73,13372,448,100,274,8,830,14202
Ringgold,588,1991,591,13,3183,18,48,33,0,99,3282
Sac,1218,3648,2104,25,6995,32,59,86,1,178,7173
Scott,40804,33550,43987,1143,119484,3110,2139,4639,129,10017,129501
Shelby,1804,3989,2405,44,8242,76,136,144,5,361,8603
Sioux,2102,16038,3997,97,22234,92,437,211,6,746,22980
Story,23885,17847,22727,851,65310,1633,969,1821,107,4530,69840
Tama,3174,3701,4280,81,11236,81,106,186,3,376,11612
Taylor,653,2140,1141,33,3967,23,38,51,1,113,4080
Union,1697,3422,2734,45,7898,68,72,213,4,357,8255
Van Buren,859,2484,1423,33,4799,33,53,62,3,151,4950
Wapello,7522,6250,6733,149,20654,294,213,407,7,921,21575
Warren,10987,13525,11426,299,36237,361,446,608,28,1443,37680
Washington,3561,6048,5052,119,14780,135,151,230,15,531,15311
Wayne,855,1704,1130,22,3711,29,48,60,1,138,3849
Webster,7573,7965,8345,209,24092,321,284,531,8,1144,25236
Winnebago,1768,3009,2700,53,7530,63,89,205,1,358,7888
Winneshiek,4800,4736,4822,74,14432,282,134,305,4,725,15157
Woodbury,18849,22784,18165,504,60302,936,831,1284,36,3087,63389
Worth,1395,2050,1917,25,5387,47,54,113,1,215,5602
Wright,1844,3573,2375,39,7831,57,87,112,6,262,8093
Totals,"688,356","715,362","673,619","18,070","2,095,407","32,421","25,778","43,912","1,463","103,574","2,198,981"
