county,year_month,year,month,pop_est,adult_pop,democratic_active,republican_active,no_party_active,other_active,total_active,democratic_inactive,republican_inactive,no_party_inactive,other_inactive,total_inactive,grand_total,file_path,libertarian_active,libertarian_inactive,dem_active_pct,rep_active_pct,no_party_active_pct,lib_active_pct,two_party_active_pct,active_pct,inactive_pct,reg_pct,dem_reg_pct,rep_reg_pct,two_party_reg_pct
Calhoun,2020-12,2020,12,9473,7466,1337,2908,2329,44,6618,42,62,100,6,210,6828,Voter Registration/data_csv/2020-12.csv,NA,NA,0.19581136496777973,0.4258933801991798,0.341095489162273,NA,0.6217047451669595,0.9692442882249561,0.030755711775043937,0.9145459416019287,0.18470399142780605,0.39780337530136617,0.5825073667291722
Carroll,2020-12,2020,12,19914,15080,3706,5225,5474,94,14499,121,126,227,7,481,14980,Voter Registration/data_csv/2020-12.csv,NA,NA,0.24739652870493992,0.34879839786381844,0.36542056074766355,NA,0.5961949265687584,0.967890520694259,0.03210947930574099,0.993368700265252,0.2537798408488064,0.35484084880636607,0.6086206896551725
Cass,2020-12,2020,12,12817,9955,1684,4820,2790,62,9356,95,225,303,1,624,9980,Voter Registration/data_csv/2020-12.csv,NA,NA,0.1687374749498998,0.48296593186372744,0.27955911823647295,NA,0.6517034068136273,0.9374749498997996,0.0625250501002004,1.0025113008538422,0.1787041687594174,0.5067805123053741,0.6854846810647915
Cedar,2020-12,2020,12,18485,14519,3483,4658,4520,99,12760,123,143,234,13,513,13273,Voter Registration/data_csv/2020-12.csv,NA,NA,0.26241241618322914,0.3509379944247721,0.34054094778874405,NA,0.6133504106080012,0.9613501092443306,0.0386498907556694,0.9141814174529926,0.2483642124113231,0.33067015634685587,0.5790343687581789
Cerro Gordo,2020-12,2020,12,42103,33331,9396,8662,11706,203,29967,425,400,972,6,1803,31770,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2957507082152975,0.27264715140069246,0.3684608120868744,NA,0.56839785961599,0.9432483474976393,0.056751652502360715,0.953166721670517,0.29465062554378807,0.27187903153220727,0.5665296570759953
Cherokee,2020-12,2020,12,11190,8760,1470,4320,2225,33,8048,72,87,219,2,380,8428,Voter Registration/data_csv/2020-12.csv,NA,NA,0.1744186046511628,0.512577123872805,0.26400094921689604,NA,0.6869957285239677,0.9549121974371144,0.045087802562885616,0.9621004566210045,0.17602739726027397,0.5030821917808219,0.6791095890410959
Chickasaw,2020-12,2020,12,11834,9080,2402,2782,2997,42,8223,110,108,250,2,470,8693,Voter Registration/data_csv/2020-12.csv,NA,NA,0.27631427585413554,0.32002760842056827,0.34476015184631315,NA,0.5963418842747038,0.9459335097204647,0.05406649027953526,0.9573788546255506,0.27665198237885463,0.31828193832599116,0.5949339207048459
Clarke,2020-12,2020,12,9353,6956,1507,2430,2017,54,6008,66,78,170,3,317,6325,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2382608695652174,0.3841897233201581,0.31889328063241107,NA,0.6224505928853755,0.9498814229249012,0.050118577075098814,0.9092869465209891,0.22613571017826337,0.3605520414031052,0.5866877515813685
Clay,2020-12,2020,12,15976,12380,2208,5668,3448,83,11407,127,258,370,6,761,12168,Voter Registration/data_csv/2020-12.csv,NA,NA,0.1814595660749507,0.4658119658119658,0.28336620644312954,NA,0.6472715318869166,0.9374589086127547,0.06254109138724523,0.982875605815832,0.18861066235864296,0.4786752827140549,0.6672859450726979
Clayton,2020-12,2020,12,17321,13704,3320,4177,4309,74,11880,131,139,209,2,481,12361,Voter Registration/data_csv/2020-12.csv,NA,NA,0.26858668392524876,0.3379176442035434,0.3485963918776798,NA,0.6065043281287922,0.9610872906722757,0.038912709327724296,0.9019994162288383,0.25182428488032693,0.31494454173963804,0.566768826619965
Clinton,2020-12,2020,12,46392,35913,10331,9628,12008,227,32194,708,356,1232,17,2313,34507,Voter Registration/data_csv/2020-12.csv,NA,NA,0.29938852986350595,0.27901585185614514,0.3479873648824876,NA,0.5784043817196511,0.932970122004231,0.06702987799576897,0.9608498315373263,0.3073817280650461,0.27800517918302564,0.5853869072480717
Crawford,2020-12,2020,12,16834,12612,2536,3820,3356,61,9773,96,107,237,1,441,10214,Voter Registration/data_csv/2020-12.csv,NA,NA,0.24828666536126884,0.37399647542588604,0.32856863129038577,NA,0.6222831407871549,0.9568239671039749,0.04317603289602506,0.8098636219473517,0.20869013637805264,0.3113701236917222,0.5200602600697748
Dallas,2020-12,2020,12,96963,70854,19738,23256,22223,610,65827,788,1104,1711,44,3647,69474,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2841062843653741,0.3347439329821228,0.31987506117396436,NA,0.6188502173474969,0.9475055416414774,0.052494458358522615,0.9805233296638157,0.2896943009568973,0.34380557202133966,0.633499872978237
Davis,2020-12,2020,12,9051,6356,1496,2185,1306,27,5014,73,83,120,3,279,5293,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2826374456829775,0.41280937086718306,0.24674097865104855,NA,0.6954468165501606,0.9472888720952201,0.0527111279047799,0.8327564505978603,0.24685336689741977,0.3568281938325991,0.6036815607300189
Decatur,2020-12,2020,12,7769,6038,1330,2064,1435,36,4865,167,104,183,4,458,5323,Voter Registration/data_csv/2020-12.csv,NA,NA,0.24985910201014466,0.3877512680819087,0.2695848205898929,NA,0.6376103700920533,0.9139582941950029,0.08604170580499718,0.8815833057303742,0.24792977807220934,0.35905929115601193,0.6069890692282213
Delaware,2020-12,2020,12,16937,12968,2629,4839,4454,62,11984,76,102,218,4,400,12384,Voter Registration/data_csv/2020-12.csv,NA,NA,0.21229005167958656,0.3907461240310077,0.3596576227390181,NA,0.6030361757105943,0.9677002583979328,0.03229974160206718,0.9549660703269587,0.20859037631091917,0.38101480567550894,0.5896051819864281
Des Moines,2020-12,2020,12,38708,30032,10562,7818,8542,205,27127,626,320,772,19,1737,28864,Voter Registration/data_csv/2020-12.csv,NA,NA,0.3659229490022173,0.27085643015521066,0.295939578713969,NA,0.6367793791574279,0.9398212305986696,0.06017876940133038,0.9611081513052744,0.37253596164091635,0.2709776238678743,0.6435135855087906
Dickinson,2020-12,2020,12,17549,14189,2899,6539,4178,95,13711,166,291,415,8,880,14591,Voter Registration/data_csv/2020-12.csv,NA,NA,0.19868412034815983,0.44815297100952645,0.28634089507230487,NA,0.6468370913576863,0.9396888492906587,0.06031115070934138,1.0283318063288462,0.21601240397491014,0.48135879906970186,0.697371203044612
Dubuque,2020-12,2020,12,97590,75406,27324,20065,19747,581,67717,1716,1085,2174,48,5023,72740,Voter Registration/data_csv/2020-12.csv,NA,NA,0.37563926312895246,0.27584547704151774,0.27147374209513336,NA,0.6514847401704702,0.9309458344789662,0.06905416552103381,0.9646447232315731,0.3851152428188738,0.2804816592844071,0.6655969021032809
Emmet,2020-12,2020,12,9095,7278,1727,2140,2446,38,6351,96,131,285,1,513,6864,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2516025641025641,0.3117715617715618,0.3563519813519814,NA,0.5633741258741258,0.9252622377622378,0.07473776223776224,0.9431162407254741,0.2504809013465238,0.3120362737015664,0.5625171750480902
Fayette,2020-12,2020,12,19258,15199,3566,4538,4239,79,12422,168,103,262,6,539,12961,Voter Registration/data_csv/2020-12.csv,NA,NA,0.27513309158243965,0.35012730499189876,0.3270580973690302,NA,0.6252603965743384,0.9584137026464007,0.04158629735359926,0.8527534706230673,0.24567405750378316,0.30534903612079745,0.5510230936245806
Floyd,2020-12,2020,12,15480,11974,2990,3060,4431,67,10548,229,134,410,6,779,11327,Voter Registration/data_csv/2020-12.csv,NA,NA,0.26397104264147614,0.27015096671669464,0.39118919396133134,NA,0.5341220093581708,0.9312262735057827,0.06877372649421735,0.9459662602304995,0.26883247035243024,0.2667446133288792,0.5355770836813094
Franklin,2020-12,2020,12,9971,7680,1325,3136,1967,39,6467,64,88,155,1,308,6775,Voter Registration/data_csv/2020-12.csv,NA,NA,0.19557195571955718,0.46287822878228785,0.2903321033210332,NA,0.658450184501845,0.9545387453874539,0.045461254612546124,0.8821614583333334,0.180859375,0.4197916666666667,0.6006510416666666
Fremont,2020-12,2020,12,6729,5227,1015,2732,1122,34,4903,90,145,180,6,421,5324,Voter Registration/data_csv/2020-12.csv,NA,NA,0.19064613072877537,0.5131480090157776,0.21074380165289255,NA,0.703794139744553,0.9209241172051089,0.07907588279489106,1.0185574899559977,0.2114023340348192,0.550411325808303,0.7618136598431222
Greene,2020-12,2020,12,8795,6822,1687,2614,2079,41,6421,54,79,159,5,297,6718,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2511164036915749,0.38910389997022926,0.3094671033045549,NA,0.6402203036618042,0.955790413813635,0.04420958618636499,0.9847552037525652,0.25520375256523015,0.3947522720609792,0.6499560246262093
Grundy,2020-12,2020,12,12217,9434,1718,4382,2671,50,8821,50,125,142,3,320,9141,Voter Registration/data_csv/2020-12.csv,NA,NA,0.18794442621157423,0.4793786237829559,0.29219997812055576,NA,0.6673230499945302,0.9649928891806148,0.035007110819385186,0.968942124231503,0.1874072503709985,0.4777400890396438,0.6651473394106423
Guthrie,2020-12,2020,12,10737,8443,1782,3188,2833,55,7858,61,100,189,4,354,8212,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2169995129079396,0.38821237213833415,0.344982951777886,NA,0.6052118850462738,0.9568923526546518,0.04310764734534827,0.97264005685183,0.21828733862371194,0.38943503494018716,0.6077223735638991
Hamilton,2020-12,2020,12,14716,11331,2483,4477,2925,61,9946,89,120,246,2,457,10403,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2386811496683649,0.4303566278957993,0.281168893588388,NA,0.6690377775641643,0.9560703643179852,0.0439296356820148,0.9181007854558292,0.22698790927543905,0.4057011737710705,0.6326890830465095
Hancock,2020-12,2020,12,10507,8266,1554,3709,2376,46,7685,68,93,172,3,336,8021,Voter Registration/data_csv/2020-12.csv,NA,NA,0.19374142874953248,0.46241117067697296,0.2962224161575863,NA,0.6561525994265054,0.9581099613514524,0.04189003864854756,0.9703605129445924,0.19622550205661746,0.4599564481006533,0.6561819501572708
Hardin,2020-12,2020,12,16575,13404,2756,5173,3453,74,11456,135,167,257,4,563,12019,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2293036026291705,0.4304018637157833,0.2872951160662285,NA,0.6597054663449538,0.9531575006240119,0.04684249937598802,0.8966726350343182,0.21568188600417787,0.39838854073410923,0.614070426738287
Harrison,2020-12,2020,12,13928,10723,2108,4798,2428,83,9417,30,66,61,3,160,9577,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2201106818419129,0.5009919599039365,0.25352406807977446,NA,0.7211026417458495,0.9832933068810692,0.016706693118930773,0.8931269234356057,0.19938450060617366,0.4536044017532407,0.6529889023594143
Henry,2020-12,2020,12,19697,15541,2980,5494,4392,94,12960,214,278,543,8,1043,14003,Voter Registration/data_csv/2020-12.csv,NA,NA,0.21281154038420338,0.3923444976076555,0.31364707562665145,NA,0.6051560379918589,0.9255159608655288,0.07448403913447119,0.9010359693713403,0.20552088025223603,0.3714046715140596,0.5769255517662957
Howard,2020-12,2020,12,9176,6857,1670,1817,2588,35,6110,83,67,189,1,340,6450,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2589147286821705,0.28170542635658913,0.40124031007751937,NA,0.5406201550387597,0.9472868217054263,0.05271317829457364,0.9406445967624325,0.25565115939915417,0.274755724077585,0.5304068834767391
Humboldt,2020-12,2020,12,9473,7217,1222,2991,2207,35,6455,58,91,145,3,297,6752,Voter Registration/data_csv/2020-12.csv,NA,NA,0.18098341232227488,0.44297985781990523,0.3268661137440758,NA,0.6239632701421801,0.9560130331753555,0.04398696682464455,0.9355687958985728,0.17735901344048774,0.4270472495496744,0.6044062629901621
Ida,2020-12,2020,12,6833,5166,828,2440,1588,23,4879,28,56,85,2,171,5050,Voter Registration/data_csv/2020-12.csv,NA,NA,0.16396039603960397,0.48316831683168315,0.31445544554455446,NA,0.6471287128712871,0.9661386138613861,0.033861386138613864,0.9775454897406117,0.1656987998451413,0.4831591173054588,0.6488579171506001
Iowa,2020-12,2020,12,16138,12371,2796,4890,4208,93,11987,128,160,259,4,551,12538,Voter Registration/data_csv/2020-12.csv,NA,NA,0.22300207369596428,0.3900143563566757,0.335619716063168,NA,0.61301643005264,0.9560535970649227,0.043946402935077365,1.0134993129092231,0.2363592272249616,0.4082127556381861,0.6445719828631478
Jackson,2020-12,2020,12,19205,14994,5121,4220,4921,54,14316,177,114,377,2,670,14986,Voter Registration/data_csv/2020-12.csv,NA,NA,0.3417189376751635,0.2815961564126518,0.32837314827172026,NA,0.6233150940878153,0.9552916054984653,0.044708394501534764,0.9994664532479659,0.35334133653461386,0.2890489529144991,0.6423902894491129
Jasper,2020-12,2020,12,37148,28999,8375,8749,8623,160,25907,258,234,470,2,964,26871,Voter Registration/data_csv/2020-12.csv,NA,NA,0.3116742957091288,0.32559264634736335,0.3209035763462469,NA,0.6372669420564921,0.9641248930073313,0.03587510699266867,0.9266181592468706,0.29769992068692025,0.3097693023897376,0.6074692230766578
Jefferson,2020-12,2020,12,18347,15515,4539,3617,2851,101,11108,301,122,326,11,760,11868,Voter Registration/data_csv/2020-12.csv,NA,NA,0.38245702730030334,0.3047691270643748,0.2402258173238962,NA,0.6872261543646782,0.9359622514324233,0.06403774856757667,0.7649371575894296,0.3119561714469868,0.2409925878182404,0.5529487592652271
Johnson,2020-12,2020,12,153740,123517,52582,18539,28688,925,100734,6324,2753,5923,209,15209,115943,Voter Registration/data_csv/2020-12.csv,NA,NA,0.45351595180390364,0.15989753585813718,0.24743192775760503,NA,0.6134134876620408,0.8688234736034086,0.13117652639659144,0.9386805055174592,0.4769060129374904,0.17238112972303407,0.6492871426605245
Jones,2020-12,2020,12,20617,16304,3381,4749,5447,62,13639,105,122,317,4,548,14187,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2383167688729118,0.3347430746458025,0.38394304645097627,NA,0.5730598435187143,0.961373088038345,0.03862691196165503,0.8701545632973503,0.2138125613346418,0.298761040235525,0.5125736015701668
Keokuk,2020-12,2020,12,10085,7795,1668,2847,2173,31,6719,70,71,138,1,280,6999,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2383197599657094,0.4067723960565795,0.31047292470352905,NA,0.6450921560222889,0.9599942848978426,0.04000571510215745,0.8978832584990378,0.22296343810134703,0.37434252726106476,0.5973059653624118
Kossuth,2020-12,2020,12,14680,11439,2675,4770,3499,36,10980,97,143,281,4,525,11505,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2325076053889613,0.41460234680573665,0.30412863972186005,NA,0.6471099521946979,0.954367666232073,0.04563233376792699,1.005769735116706,0.24232887490165225,0.42949558527843346,0.6718244601800857
Lee,2020-12,2020,12,33480,26369,8585,6022,7466,176,22249,522,292,940,21,1775,24024,Voter Registration/data_csv/2020-12.csv,NA,NA,0.35735098235098234,0.25066600066600064,0.31077256077256077,NA,0.608016983016983,0.9261155511155511,0.07388444888444888,0.911069816830369,0.3453676665781789,0.23944783647464826,0.5848155030528271
Linn,2020-12,2020,12,227854,176029,60850,42341,49936,1743,154870,2616,1813,3141,134,7704,162574,Voter Registration/data_csv/2020-12.csv,NA,NA,0.37429109205654043,0.260441398993689,0.3071585862438028,NA,0.6347324910502294,0.9526123488380676,0.047387651161932415,0.923563730976146,0.3605428650960921,0.25083366945219254,0.6113765345482847
Louisa,2020-12,2020,12,11011,8552,1760,2836,2431,36,7063,75,67,183,2,327,7390,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2381596752368065,0.3837618403247632,0.32895805142083895,NA,0.6219215155615697,0.9557510148849797,0.044248985115020296,0.8641253507951356,0.21456969130028064,0.3394527595884004,0.5540224508886811
Lucas,2020-12,2020,12,8518,6588,1267,2584,1860,36,5747,67,94,145,2,308,6055,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2092485549132948,0.4267547481420314,0.30718414533443433,NA,0.6360033030553263,0.9491329479768786,0.05086705202312139,0.9190953248330298,0.20248937462052216,0.40649666059502126,0.6089860352155434
Lyon,2020-12,2020,12,11756,8470,815,6292,1232,22,8361,64,153,134,4,355,8716,Voter Registration/data_csv/2020-12.csv,NA,NA,0.09350619550252409,0.7218907755851308,0.1413492427719137,NA,0.815396971087655,0.9592703074804957,0.04072969251950436,1.0290436835891381,0.1037780401416765,0.7609208972845336,0.8646989374262101
Madison,2020-12,2020,12,16521,12431,2861,4964,3729,89,11643,143,232,307,6,688,12331,Voter Registration/data_csv/2020-12.csv,NA,NA,0.23201686805611874,0.40256264698726785,0.3024085637823372,NA,0.6345795150433866,0.9442056605303706,0.05579433946962939,0.9919555948837584,0.24165392969189928,0.41798728983991634,0.6596412195318156
Mahaska,2020-12,2020,12,22370,17117,2710,7225,4170,110,14215,224,270,453,7,954,15169,Voter Registration/data_csv/2020-12.csv,NA,NA,0.1786538334761685,0.4763003493967961,0.2749027622124069,NA,0.6549541828729646,0.9371085767024854,0.06289142329751467,0.8861950108079687,0.17140854121633464,0.4378687854180055,0.6092773266343401
Marion,2020-12,2020,12,33168,25499,5472,10742,7117,161,23492,339,475,663,10,1487,24979,Voter Registration/data_csv/2020-12.csv,NA,NA,0.21906401377156812,0.43004123463709515,0.28491933223908084,NA,0.6491052484086632,0.9404699947956283,0.05953000520437167,0.9796070434134672,0.2278912898545041,0.43989960390603555,0.6677908937605397
Marshall,2020-12,2020,12,39495,29537,8064,8011,7595,177,23847,407,348,766,13,1534,25381,Voter Registration/data_csv/2020-12.csv,NA,NA,0.31771797801505064,0.31562980182025924,0.29923958866868916,NA,0.6333477798353099,0.9395610890035854,0.060438910996414644,0.859295121373193,0.28679283610386974,0.28300098181941297,0.5697938179232827
Mills,2020-12,2020,12,14766,11404,2107,5680,2749,126,10662,79,136,143,7,365,11027,Voter Registration/data_csv/2020-12.csv,NA,NA,0.19107644871678606,0.5150993017139748,0.24929717964995013,NA,0.7061757504307609,0.9668994286750703,0.03310057132492972,0.9669414240617328,0.19168712732374604,0.5099964924587864,0.7016836197825325
Mitchell,2020-12,2020,12,10647,8128,1751,2773,2575,50,7149,87,92,172,3,354,7503,Voter Registration/data_csv/2020-12.csv,NA,NA,0.23337331733973077,0.3695854991336799,0.3431960549113688,NA,0.6029588164734107,0.9528188724510196,0.047181127548980406,0.92310531496063,0.22613188976377951,0.35248523622047245,0.578617125984252
Monona,2020-12,2020,12,8598,6687,1567,2520,1827,44,5958,105,115,207,7,434,6392,Voter Registration/data_csv/2020-12.csv,NA,NA,0.24515018773466835,0.39424280350438046,0.28582603254067585,NA,0.6393929912390488,0.9321026282853567,0.0678973717146433,0.9558845521160461,0.250037385972783,0.3940481531329445,0.6440855391057275
Monroe,2020-12,2020,12,7770,5973,1367,2177,1482,35,5061,50,62,127,3,242,5303,Voter Registration/data_csv/2020-12.csv,NA,NA,0.25777861587780504,0.4105223458419762,0.27946445408259474,NA,0.6683009617197813,0.9543654535168773,0.04563454648312276,0.887828561861711,0.23723422065963504,0.3748535074501925,0.6120877281098276
Montgomery,2020-12,2020,12,9935,7689,1251,3788,2023,48,7110,78,150,210,5,443,7553,Voter Registration/data_csv/2020-12.csv,NA,NA,0.16562955117171985,0.5015225738117305,0.267840593141798,NA,0.6671521249834503,0.9413478088176883,0.058652191182311665,0.9823123943295617,0.17284432305891534,0.5121602288984263,0.6850045519573416
