county,year_month,year,month,pop_est,adult_pop,democratic_active,republican_active,no_party_active,other_active,total_active,democratic_inactive,republican_inactive,no_party_inactive,other_inactive,total_inactive,grand_total,file_path,libertarian_active,libertarian_inactive,dem_active_pct,rep_active_pct,no_party_active_pct,lib_active_pct,two_party_active_pct,active_pct,inactive_pct,reg_pct,dem_reg_pct,rep_reg_pct,two_party_reg_pct
Dickinson,2020-11,2020,11,17549,14189,2890,6478,4111,90,13569,170,303,430,8,911,14480,Voter Registration/data_csv/2020-11.csv,NA,NA,0.19958563535911603,0.4473756906077348,0.28390883977900555,NA,0.6469613259668509,0.937085635359116,0.06291436464088397,1.0205088448798365,0.21566001832405385,0.4779054196913102,0.693565438015364
Dubuque,2020-11,2020,11,97590,75406,27260,19780,19374,560,66974,1747,1124,2259,48,5178,72152,Voter Registration/data_csv/2020-11.csv,NA,NA,0.3778135048231511,0.27414347488635105,0.2685164652400488,NA,0.6519569797095022,0.9282348375651402,0.07176516243485974,0.9568469352571414,0.3846776118611251,0.27721931941755296,0.661896931278678
Emmet,2020-11,2020,11,9095,7278,1724,2128,2427,40,6319,100,136,296,1,533,6852,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2516053706946877,0.31056625802685345,0.3542031523642732,NA,0.5621716287215411,0.9222124927028604,0.07778750729713953,0.9414674361088211,0.25061830173124483,0.3110744710085188,0.5616927727397636
Fayette,2020-11,2020,11,19258,15199,3546,4461,4038,81,12126,182,122,287,6,597,12723,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2787078519217166,0.35062485262909693,0.3173779768922424,NA,0.6293327045508135,0.9530771044564961,0.046922895543503894,0.8370945456937956,0.24527929469044016,0.30153299559181523,0.5468122902822554
Floyd,2020-11,2020,11,15480,11974,2980,3023,4409,68,10480,234,136,430,6,806,11286,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2640439482544746,0.2678539783802942,0.3906609959241538,NA,0.5318979266347688,0.9285840864788233,0.07141591352117668,0.9425421747118757,0.2684148989477201,0.2638216134959078,0.5322365124436279
Franklin,2020-11,2020,11,9971,7680,1329,3099,1907,37,6372,65,90,159,1,315,6687,Voter Registration/data_csv/2020-11.csv,NA,NA,0.1987438313144908,0.46343651861821444,0.28518020038881414,NA,0.6621803499327052,0.9528936742934051,0.047106325706594884,0.870703125,0.18151041666666667,0.415234375,0.5967447916666666
Fremont,2020-11,2020,11,6729,5227,1015,2685,1090,35,4825,91,155,194,6,446,5271,Voter Registration/data_csv/2020-11.csv,NA,NA,0.19256308100929614,0.5093910073989756,0.206791880098653,NA,0.7019540884082718,0.9153860747486245,0.08461392525137545,1.008417830495504,0.21159364836426248,0.5433326956189019,0.7549263439831644
Greene,2020-11,2020,11,8795,6822,1689,2583,2048,38,6358,56,81,166,5,308,6666,Voter Registration/data_csv/2020-11.csv,NA,NA,0.25337533753375335,0.3874887488748875,0.30723072307230725,NA,0.6408640864086408,0.9537953795379538,0.0462046204620462,0.9771328056288479,0.25579009088243915,0.39050131926121373,0.6462914101436529
Grundy,2020-11,2020,11,12217,9434,1715,4343,2616,49,8723,52,132,157,3,344,9067,Voter Registration/data_csv/2020-11.csv,NA,NA,0.18914745781405096,0.47898974302415354,0.28851880445571854,NA,0.6681372008382045,0.9620602183743244,0.037939781625675524,0.9610981556073775,0.18730125079499682,0.4743481026075896,0.6616493534025865
Guthrie,2020-11,2020,11,10737,8443,1789,3195,2847,54,7885,64,106,205,5,380,8265,Voter Registration/data_csv/2020-11.csv,NA,NA,0.21645493042952207,0.38656987295825773,0.344464609800363,NA,0.6030248033877799,0.9540229885057471,0.04597701149425287,0.9789174464053062,0.21947175174700936,0.39097477200047376,0.6104465237474831
Hamilton,2020-11,2020,11,14716,11331,2487,4460,2902,60,9909,95,128,252,2,477,10386,Voter Registration/data_csv/2020-11.csv,NA,NA,0.23945696129404967,0.42942422491815907,0.2794145965723089,NA,0.6688811862122087,0.9540727902946274,0.04592720970537262,0.9166004765687054,0.22787044391492367,0.40490689259553436,0.6327773365104581
Hancock,2020-11,2020,11,10507,8266,1556,3658,2320,46,7580,76,104,193,3,376,7956,Voter Registration/data_csv/2020-11.csv,NA,NA,0.19557566616390146,0.45977878330819505,0.29160382101558574,NA,0.6553544494720965,0.9527400703871292,0.04725992961287079,0.9624969755625453,0.19743527703847086,0.4551173481732398,0.6525526252117106
Hardin,2020-11,2020,11,16575,13404,2750,5123,3385,71,11329,140,187,271,5,603,11932,Voter Registration/data_csv/2020-11.csv,NA,NA,0.23047267851156553,0.42934964800536374,0.2836909151860543,NA,0.6598223265169293,0.9494636272209186,0.05053637277908146,0.8901820352133691,0.21560728140853477,0.39615040286481645,0.6117576842733512
Harrison,2020-11,2020,11,13928,10723,2105,4692,2300,79,9176,37,77,68,4,186,9362,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2248451185644093,0.5011749626148259,0.2456740012817774,NA,0.7260200811792352,0.9801324503311258,0.019867549668874173,0.8730765643942926,0.199757530541826,0.44474494078149773,0.6445024713233237
Henry,2020-11,2020,11,19697,15541,2956,5451,4305,94,12806,222,286,568,7,1083,13889,Voter Registration/data_csv/2020-11.csv,NA,NA,0.21283029735762113,0.39246886024911803,0.30995752033983726,NA,0.6052991576067391,0.9220246238030095,0.07797537619699042,0.8937005340711666,0.20449134547326428,0.3691525641850589,0.5736439096583231
Howard,2020-11,2020,11,9176,6857,1678,1765,2532,33,6008,87,72,207,2,368,6376,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2631744040150565,0.2768193224592221,0.3971141781681305,NA,0.5399937264742786,0.9422835633626098,0.05771643663739021,0.929852705264693,0.25740119585824706,0.2679014146128044,0.5253026104710514
Humboldt,2020-11,2020,11,9473,7217,1225,2955,2168,35,6383,61,98,156,4,319,6702,Voter Registration/data_csv/2020-11.csv,NA,NA,0.18278125932557446,0.44091316025067145,0.3234855267084452,NA,0.6236944195762459,0.9524022679797075,0.04759773202029245,0.9286407094360538,0.17819038381599003,0.42302895940141333,0.6012193432174033
Ida,2020-11,2020,11,6833,5166,837,2420,1566,21,4844,28,59,95,2,184,5028,Voter Registration/data_csv/2020-11.csv,NA,NA,0.16646778042959426,0.4813046937151949,0.31145584725536996,NA,0.6477724741447892,0.9634049323786794,0.03659506762132061,0.9732868757259001,0.16744096012388696,0.47986837011227257,0.6473093302361596
Iowa,2020-11,2020,11,16138,12371,2800,4841,4168,91,11900,130,166,272,6,574,12474,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2244668911335578,0.38808722142055474,0.33413500080166747,NA,0.6125541125541125,0.9539842873176206,0.04601571268237935,1.0083259235308382,0.23684423247918518,0.4047368846495837,0.6415811171287689
Jackson,2020-11,2020,11,19205,14994,5141,4153,4866,52,14212,181,120,411,3,715,14927,Voter Registration/data_csv/2020-11.csv,NA,NA,0.3444094593689288,0.2782206739465398,0.3259864674750452,NA,0.6226301333154687,0.9521002210759028,0.047899778924097275,0.995531545951714,0.35494197679071626,0.2849806589302388,0.6399226357209551
Jasper,2020-11,2020,11,37148,28999,8370,8640,8489,157,25656,273,248,501,4,1026,26682,Voter Registration/data_csv/2020-11.csv,NA,NA,0.3136946255902856,0.32381380706094,0.3181545611273518,NA,0.6375084326512256,0.9615471104115134,0.03845288958848662,0.9201006931273492,0.2980447601641436,0.30649332735611573,0.6045380875202593
Jefferson,2020-11,2020,11,18347,15515,4542,3569,2755,101,10967,308,129,340,11,788,11755,Voter Registration/data_csv/2020-11.csv,NA,NA,0.3863887707358571,0.303615482773288,0.23436835389196087,NA,0.6900042535091451,0.9329646958740961,0.06703530412590387,0.7576538833387044,0.31260070899129877,0.2383499838865614,0.5509506928778601
Johnson,2020-11,2020,11,153740,123517,51898,18086,27116,865,97965,6574,2927,6252,223,15976,113941,Voter Registration/data_csv/2020-11.csv,NA,NA,0.45548134560869225,0.15873127320279795,0.23798281566775786,NA,0.6142126188114903,0.8597870827884607,0.1402129172115393,0.9224722103030352,0.47339232656233554,0.17012233133900598,0.6435146579013415
Jones,2020-11,2020,11,20617,16304,3377,4682,5387,59,13505,113,129,344,5,591,14096,Voter Registration/data_csv/2020-11.csv,NA,NA,0.23957150964812712,0.33215096481271283,0.38216515323496025,NA,0.57172247446084,0.9580732122587968,0.041926787741203175,0.8645731108930323,0.21405789990186458,0.2950809617271835,0.5091388616290481
Keokuk,2020-11,2020,11,10085,7795,1678,2805,2125,32,6640,74,79,142,2,297,6937,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2418913074816203,0.4043534669165345,0.30632838402767765,NA,0.6462447743981548,0.9571861035029552,0.04281389649704483,0.8899294419499679,0.2247594611930725,0.3699807568954458,0.5947402180885183
Kossuth,2020-11,2020,11,14680,11439,2672,4704,3437,37,10850,100,150,302,4,556,11406,Voter Registration/data_csv/2020-11.csv,NA,NA,0.23426266877082239,0.4124145186743819,0.3013326319480975,NA,0.6466771874452043,0.9512537261090654,0.0487462738909346,0.997115132441647,0.24232887490165225,0.4243377917650144,0.6666666666666666
Lee,2020-11,2020,11,33480,26369,8543,5884,7318,168,21913,558,312,979,23,1872,23785,Voter Registration/data_csv/2020-11.csv,NA,NA,0.35917595122976664,0.24738280428841708,0.3076729030901829,NA,0.6065587555181837,0.9212949337817953,0.07870506621820475,0.9020061435776859,0.3451401266638856,0.23497288482688006,0.5801130114907657
Linn,2020-11,2020,11,227854,176029,60570,41792,48841,1664,152867,2743,1933,3310,143,8129,160996,Voter Registration/data_csv/2020-11.csv,NA,NA,0.37622052721806754,0.2595840890456906,0.30336778553504434,NA,0.6358046162637581,0.9495080623121072,0.05049193768789287,0.9145992989791455,0.35967369013060346,0.2483965710195479,0.6080702611501514
Louisa,2020-11,2020,11,11011,8552,1761,2797,2396,35,6989,78,70,194,4,346,7335,Voter Registration/data_csv/2020-11.csv,NA,NA,0.24008179959100204,0.3813224267211997,0.32665303340149965,NA,0.6214042263122017,0.952828902522154,0.047171097477845945,0.8576941066417212,0.2150374181478017,0.33524321796071094,0.5502806361085126
Lucas,2020-11,2020,11,8518,6588,1274,2559,1869,34,5736,71,100,156,2,329,6065,Voter Registration/data_csv/2020-11.csv,NA,NA,0.21005770816158284,0.42192910140148393,0.308161582852432,NA,0.6319868095630667,0.9457543281121187,0.054245671887881285,0.9206132361870066,0.20415907710989678,0.4036126290224651,0.6077717061323619
Lyon,2020-11,2020,11,11756,8470,816,6272,1210,22,8320,65,160,143,4,372,8692,Voter Registration/data_csv/2020-11.csv,NA,NA,0.09387942936033133,0.7215830648872527,0.13920846755637367,NA,0.815462494247584,0.9572020248504371,0.042797975149562816,1.0262101534828807,0.10401416765053129,0.7593860684769775,0.8634002361275088
Madison,2020-11,2020,11,16521,12431,2874,4912,3587,90,11463,148,247,335,6,736,12199,Voter Registration/data_csv/2020-11.csv,NA,NA,0.23559308140011476,0.4026559554061808,0.29404049512255104,NA,0.6382490368062956,0.9396671858349045,0.0603328141650955,0.9813369801303193,0.2431019226128228,0.41501085994690695,0.6581127825597297
Mahaska,2020-11,2020,11,22370,17117,2730,7220,4159,108,14217,226,282,471,7,986,15203,Voter Registration/data_csv/2020-11.csv,NA,NA,0.1795698217457081,0.47490626849963824,0.2735644280734066,NA,0.6544760902453464,0.9351443793988029,0.06485562060119714,0.8881813401881171,0.17269381316819535,0.4382777355845066,0.610971548752702
Marion,2020-11,2020,11,33168,25499,5458,10652,6926,160,23196,356,496,699,10,1561,24757,Voter Registration/data_csv/2020-11.csv,NA,NA,0.22046289938199298,0.4302621480793311,0.2797592600072707,NA,0.6507250474613241,0.9369471260653552,0.06305287393464475,0.9709008196399859,0.2280089415271187,0.43719361543589946,0.6652025569630182
Marshall,2020-11,2020,11,39495,29537,8000,7902,7465,174,23541,428,370,817,15,1630,25171,Voter Registration/data_csv/2020-11.csv,NA,NA,0.3178260696833658,0.3139327003297446,0.2965714512732907,NA,0.6317587700131104,0.9352429383020142,0.06475706169798577,0.8521853945898364,0.28533703490537293,0.2800555235805938,0.5653925584859667
Mills,2020-11,2020,11,14766,11404,2110,5653,2708,122,10593,85,146,164,7,402,10995,Voter Registration/data_csv/2020-11.csv,NA,NA,0.19190541155070487,0.5141427921782629,0.246293769895407,NA,0.7060482037289677,0.96343792633015,0.03656207366984993,0.9641353910908453,0.19247632409680815,0.5085057874430025,0.7009821115398106
Mitchell,2020-11,2020,11,10647,8128,1744,2738,2523,49,7054,94,102,180,4,380,7434,Voter Registration/data_csv/2020-11.csv,NA,NA,0.23459779391982782,0.3683077750874361,0.3393866020984665,NA,0.602905569007264,0.9488835082055421,0.051116491794457895,0.9146161417322834,0.22613188976377951,0.34940944881889763,0.5755413385826771
Monona,2020-11,2020,11,8598,6687,1573,2493,1769,43,5878,109,125,232,9,475,6353,Voter Registration/data_csv/2020-11.csv,NA,NA,0.24759955926334015,0.3924130332126554,0.2784511254525421,NA,0.6400125924759956,0.9252321737761687,0.07476782622383125,0.9500523403618962,0.2515328248841035,0.3915059069836997,0.6430387318678032
Monroe,2020-11,2020,11,7770,5973,1367,2130,1414,35,4946,53,64,139,3,259,5205,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2626320845341018,0.4092219020172911,0.27166186359269934,NA,0.6718539865513928,0.950240153698367,0.04975984630163305,0.8714213962832748,0.2377364808304035,0.36731960488866566,0.6050560857190692
Montgomery,2020-11,2020,11,9935,7689,1247,3736,1986,46,7015,82,158,217,6,463,7478,Voter Registration/data_csv/2020-11.csv,NA,NA,0.16675581706338594,0.4995988232147633,0.2655790318266916,NA,0.6663546402781493,0.9380850494784702,0.06191495052152982,0.9725582000260112,0.17284432305891534,0.5064377682403434,0.6792820912992588
Muscatine,2020-11,2020,11,42394,32010,8790,8908,9715,248,27661,482,415,906,18,1821,29482,Voter Registration/data_csv/2020-11.csv,NA,NA,0.29814802252221695,0.30215046469031953,0.32952309883997016,NA,0.6002984872125365,0.9382334984058069,0.061766501594193064,0.9210246797875664,0.2896594814120587,0.29125273352077474,0.5809122149328334
O'Brien,2020-11,2020,11,13679,10442,1302,5917,2137,60,9416,102,201,203,5,511,9927,Voter Registration/data_csv/2020-11.csv,NA,NA,0.1311574493804775,0.5960511735670394,0.21527148181726605,NA,0.7272086229475169,0.9485242268560492,0.05147577314395084,0.9506799463704271,0.13445700057460255,0.5859030837004405,0.72036008427504306
Osceola,2020-11,2020,11,5987,4607,502,2592,1030,16,4140,23,67,89,1,180,4320,Voter Registration/data_csv/2020-11.csv,NA,NA,0.1162037037037037,0.6,0.23842592592592593,NA,0.7162037037037037,0.9583333333333334,0.041666666666666664,0.9377034946820056,0.11395702192316041,0.57716518341654,0.6911222053397004
Page,2020-11,2020,11,15073,12259,1767,5234,2450,69,9520,157,321,468,5,951,10471,Voter Registration/data_csv/2020-11.csv,NA,NA,0.16875179065991786,0.49985674720657053,0.23397956260147074,NA,0.6686085378664883,0.9091777289657148,0.09082227103428517,0.8541479729178563,0.1569459172852598,0.45313647116404276,0.6100823884493025
Palo Alto,2020-11,2020,11,8845,6806,1861,2309,1914,31,6115,81,63,164,2,310,6425,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2896498054474708,0.3593774319066148,0.2978988326848249,NA,0.6490272373540856,0.9517509727626459,0.04824902723735409,0.9440199823684984,0.28533646782250954,0.34851601528063475,0.6338524831031442
Plymouth,2020-11,2020,11,25219,18969,3195,9102,4998,103,17398,156,324,355,10,845,18243,Voter Registration/data_csv/2020-11.csv,NA,NA,0.17513566847557968,0.4989310968590692,0.2739680973524091,NA,0.6740667653346489,0.9536808638930001,0.04631913610699995,0.9617270283093469,0.17665665032421318,0.4969160208761664,0.6735726712003796
Pocahontas,2020-11,2020,11,6607,5102,905,2370,1515,38,4828,72,69,177,2,320,5148,Voter Registration/data_csv/2020-11.csv,NA,NA,0.1757964257964258,0.4603729603729604,0.2942890442890443,NA,0.6361693861693862,0.9378399378399378,0.06216006216006216,1.009016072128577,0.19149353194825558,0.4780478243825951,0.6695413563308507
Polk,2020-11,2020,11,494281,372810,134997,88004,87062,3384,313447,6785,4226,6394,275,17680,331127,Voter Registration/data_csv/2020-11.csv,NA,NA,0.4076894967791814,0.2657711391701673,0.2629263092408653,NA,0.6734606359493487,0.9466065890126749,0.053393410987325106,0.8881923768139267,0.3803063222553043,0.2473914326332448,0.6276977548885492
Pottawattamie,2020-11,2020,11,93328,71570,17395,23761,18510,732,60398,1653,1567,2580,99,5899,66297,Voter Registration/data_csv/2020-11.csv,NA,NA,0.262379896526238,0.3584023409807382,0.2791981537626137,NA,0.6207822375069763,0.9110216148543675,0.08897838514563253,0.9263238787201341,0.26614503283498675,0.35389129523543383,0.6200363280704206
Poweshiek,2020-11,2020,11,18381,14776,4604,4046,4678,63,13391,561,136,442,10,1149,14540,Voter Registration/data_csv/2020-11.csv,NA,NA,0.31664374140302615,0.2782668500687758,0.3217331499312242,NA,0.5949105914718019,0.9209766162310866,0.07902338376891334,0.9840281537628587,0.34955332972387654,0.28302652950730917,0.6325798592311858
Ringgold,2020-11,2020,11,4801,3707,610,2001,576,13,3200,24,58,59,0,141,3341,Voter Registration/data_csv/2020-11.csv,NA,NA,0.18258006584854833,0.5989224782999102,0.17240347201436695,NA,0.7815025441484585,0.9577970667464831,0.042202933253516914,0.9012678715942811,0.1710277852711087,0.555435662260588,0.7264634475316968
Sac,2020-11,2020,11,9603,7425,1240,3651,2043,25,6959,62,95,165,1,323,7282,Voter Registration/data_csv/2020-11.csv,NA,NA,0.17028288931612195,0.5013732491073881,0.28055479263938476,NA,0.67165613842351,0.955644053831365,0.04435594616863499,0.9807407407407407,0.17535353535353534,0.5045117845117845,0.6798653198653198
Scott,2020-11,2020,11,173216,132628,41622,34082,43685,1120,120509,4021,2632,5954,146,12753,133262,Voter Registration/data_csv/2020-11.csv,NA,NA,0.31233209767225467,0.25575182722756673,0.32781287989074154,NA,0.5680839248998214,0.9043013011961399,0.09569869880386006,1.0047802877220497,0.34414301655758966,0.2768193744910577,0.6209623910486474
Shelby,2020-11,2020,11,11430,8853,1838,4004,2381,43,8266,97,142,185,6,430,8696,Voter Registration/data_csv/2020-11.csv,NA,NA,0.21136154553817849,0.4604415823367065,0.2738040478380865,NA,0.671803127874885,0.9505519779208832,0.04944802207911683,0.982265898565458,0.2185699762792274,0.468315825144019,0.6868858014232464
Sioux,2020-11,2020,11,35043,25634,2122,16038,3853,90,22103,123,518,292,13,946,23049,Voter Registration/data_csv/2020-11.csv,NA,NA,0.09206473165864029,0.695821944552909,0.16716560371382708,NA,0.7878866762115493,0.9589570046422838,0.04104299535771617,0.8991573691191387,0.08757899664508076,0.6458609659046579,0.7334399625497386
Story,2020-11,2020,11,98237,82250,24242,17897,21683,839,64661,2428,1658,3265,152,7503,72164,Voter Registration/data_csv/2020-11.csv,NA,NA,0.33592927221329194,0.2480045452025941,0.3004683775843911,NA,0.583933817415886,0.896028490660163,0.10397150933983704,0.8773738601823708,0.3242553191489362,0.23775075987841945,0.5620060790273557
Tama,2020-11,2020,11,16801,12753,3192,3723,4231,74,11220,128,106,308,2,544,11764,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2713362801768106,0.31647398843930635,0.3596565793947637,NA,0.587810268616117,0.953757225433526,0.046242774566473986,0.9224496196973261,0.2603309025327374,0.3002430800595938,0.5605739825923313
Taylor,2020-11,2020,11,6092,4677,665,2107,1128,30,3930,32,59,92,2,185,4115,Voter Registration/data_csv/2020-11.csv,NA,NA,0.16160388821385177,0.5120291616038882,0.2741190765492102,NA,0.67363304981774,0.9550425273390036,0.04495747266099635,0.8798375026726534,0.1490271541586487,0.46311738293778065,0.6121445370964294
Union,2020-11,2020,11,12157,9418,1726,3391,2714,44,7875,112,126,354,2,594,8469,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2038021017829732,0.40040146416341954,0.3204628645648837,NA,0.6042035659463927,0.9298618490967057,0.07013815090329437,0.899235506476959,0.1951582076874071,0.3734338500743258,0.5685920577617329
Van Buren,2020-11,2020,11,7069,5422,871,2488,1407,26,4792,57,75,111,5,248,5040,Voter Registration/data_csv/2020-11.csv,NA,NA,0.17281746031746031,0.4936507936507937,0.2791666666666667,NA,0.666468253968254,0.9507936507936507,0.049206349206349205,0.9295462928808558,0.17115455551457026,0.47270379933603834,0.6438583548506086
Wapello,2020-11,2020,11,34985,27015,7663,6250,6597,142,20652,538,300,786,10,1634,22286,Voter Registration/data_csv/2020-11.csv,NA,NA,0.3438481557928745,0.2804451224984295,0.2960154356995423,NA,0.624293278291304,0.9266804271740106,0.07331957282598942,0.824949102350546,0.30357208957986304,0.24245789376272442,0.5460299833425875
Warren,2020-11,2020,11,52265,39455,11169,13567,11088,301,36125,492,601,876,27,1996,38121,Voter Registration/data_csv/2020-11.csv,NA,NA,0.29298811678602343,0.3558930773064715,0.29086330369087904,NA,0.648881194092495,0.9476404081739723,0.052359591826027646,0.9661893296160182,0.2955518945634267,0.3590926371815993,0.654644531745026
Washington,2020-11,2020,11,21992,16596,3628,6046,4947,121,14742,176,251,405,20,852,15594,Voter Registration/data_csv/2020-11.csv,NA,NA,0.23265358471206873,0.38771322303450045,0.31723739899961523,NA,0.6203668077465692,0.9453636013851482,0.05463639861485187,0.9396240057845264,0.2292118582791034,0.3794287780187997,0.6086406362979031
Wayne,2020-11,2020,11,6415,4743,890,1686,1108,23,3707,31,62,81,2,176,3883,Voter Registration/data_csv/2020-11.csv,NA,NA,0.22920422353850115,0.4342003605459696,0.2853463816636621,NA,0.6634045840844708,0.9546742209631728,0.0453257790368272,0.8186801602361374,0.1941808981657179,0.36854311617119967,0.5627240143369175
Webster,2020-11,2020,11,35934,28177,7725,7936,8189,193,24043,553,414,941,13,1921,25964,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2975273455553844,0.30565398243722075,0.3153982437220767,NA,0.6031813279926052,0.9260129409952241,0.07398705900477584,0.9214607658728751,0.29378571175071866,0.2963409873300919,0.5901266990808105
Winnebago,2020-11,2020,11,10277,8038,1794,2988,2634,49,7465,105,142,323,2,572,8037,Voter Registration/data_csv/2020-11.csv,NA,NA,0.22321761851437102,0.3717805151175812,0.3277342291899963,NA,0.5949981336319522,0.9288291651113599,0.07117083488864004,0.9998755909430207,0.23625279920378203,0.3894003483453595,0.6256531475491416
Winneshiek,2020-11,2020,11,19862,16212,4914,4783,4700,69,14466,416,189,616,11,1232,15698,Voter Registration/data_csv/2020-11.csv,NA,NA,0.31303350745317876,0.3046884953497261,0.2994011976047904,NA,0.6177220028029049,0.9215186647980634,0.07848133520193655,0.9682950900567481,0.32876881322477175,0.30668640513200096,0.6354552183567728
Woodbury,2020-11,2020,11,103138,76337,19087,23000,17650,463,60200,1654,1372,2267,56,5349,65549,Voter Registration/data_csv/2020-11.csv,NA,NA,0.2911867457932234,0.3508825458817068,0.2692642145570489,NA,0.6420692916749302,0.9183969244382065,0.08160307556179347,0.858679277414622,0.27170310596434233,0.3192685067529507,0.590971612717293
Worth,2020-11,2020,11,7359,5811,1425,2047,1836,23,5331,75,76,186,2,339,5670,Voter Registration/data_csv/2020-11.csv,NA,NA,0.25132275132275134,0.3610229276895944,0.3238095238095238,NA,0.6123456790123457,0.9402116402116402,0.059788359788359786,0.9757356737222509,0.2581311306143521,0.365341593529513,0.6234727241438651
Wright,2020-11,2020,11,12416,9416,1882,3571,2312,43,7808,97,144,208,2,451,8259,Voter Registration/data_csv/2020-11.csv,NA,NA,0.22787262380433468,0.4323768010655043,0.2799370383823708,NA,0.660249424869839,0.9453929047100134,0.05460709528998668,0.8771240441801189,0.21017417162276975,0.3945412064570943,0.604715378079864
Adair,2020-12,2020,12,7059,5496,1051,2278,1908,26,5263,42,71,129,4,246,5509,Voter Registration/data_csv/2020-12.csv,NA,NA,0.19077872572154655,0.4135051733526956,0.34634234888364496,NA,0.6042838990742422,0.955345797785442,0.04465420221455799,1.0023653566229986,0.19887190684133915,0.42740174672489084,0.62627365356623
Adams,2020-12,2020,12,3588,2826,558,1166,987,13,2724,33,35,101,2,171,2895,Voter Registration/data_csv/2020-12.csv,NA,NA,0.1927461139896373,0.4027633851468048,0.34093264248704663,NA,0.5955094991364421,0.9409326424870467,0.05906735751295337,1.0244161358811041,0.2091295116772824,0.42498230714791224,0.6341118188251946
Allamakee,2020-12,2020,12,13642,10450,2299,4363,2831,46,9539,156,152,335,3,646,10185,Voter Registration/data_csv/2020-12.csv,NA,NA,0.22572410407461954,0.42837506136475206,0.27795778105056457,NA,0.6540991654393716,0.9365733922434953,0.06342660775650466,0.9746411483253589,0.23492822966507176,0.4320574162679426,0.6669856459330143
Appanoose,2020-12,2020,12,12430,9660,2171,3528,2696,58,8453,153,169,368,1,691,9144,Voter Registration/data_csv/2020-12.csv,NA,NA,0.23742344706911636,0.3858267716535433,0.29483814523184604,NA,0.6232502187226596,0.9244313210848644,0.0755686789151356,0.9465838509316771,0.24057971014492754,0.382712215320911,0.6232919254658386
Audubon,2020-12,2020,12,5481,4324,1016,2024,1135,17,4192,35,48,91,1,175,4367,Voter Registration/data_csv/2020-12.csv,NA,NA,0.23265399587817723,0.4634760705289673,0.2599038241355622,NA,0.6961300664071445,0.9599267231509045,0.040073276849095486,1.0099444958371877,0.24306197964847365,0.4791859389454209,0.7222479185938946
Benton,2020-12,2020,12,25414,19547,4360,6390,6942,133,17825,157,179,369,11,716,18541,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2351545224097945,0.344641605091419,0.3744134620570627,NA,0.5797961275012136,0.9613828811822448,0.038617118817755244,0.9485343019389164,0.23108405381900035,0.33606179976466977,0.5671458535836701
Black Hawk,2020-12,2020,12,130786,102378,33851,23238,27124,776,84989,2168,1307,2695,69,6239,91228,Voter Registration/data_csv/2020-12.csv,NA,NA,0.3710593238917876,0.25472442671109746,0.29732099793922917,NA,0.625783750602885,0.9316109089314684,0.0683890910685316,0.8910898825919631,0.35182363398386374,0.23974877415069643,0.5915724081345601
Boone,2020-12,2020,12,26277,20773,5682,6674,6496,159,19011,253,278,623,15,1169,20180,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2815659068384539,0.33072348860257683,0.3219028741328048,NA,0.6122893954410307,0.9420713577799802,0.057928642220019824,0.9714533288403215,0.28570740865546623,0.33466519039137343,0.6203725990468396
Bremer,2020-12,2020,12,25311,19577,4667,5825,7002,105,17599,209,173,466,10,858,18457,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2528579942569215,0.31559841794441135,0.37936826136425206,NA,0.5684564122013329,0.9535135720864713,0.04648642791352874,0.9427900086836594,0.24906778362364,0.30637993563875976,0.5554477192623998
Buchanan,2020-12,2020,12,21287,15818,3828,3923,5844,62,13657,124,93,394,5,616,14273,Voter Registration/data_csv/2020-12.csv,NA,NA,0.26819869684018777,0.274854620612345,0.4094444055209136,NA,0.5430533174525327,0.9568415890142227,0.04315841098577734,0.9023264635225692,0.2498419522063472,0.2538879757238589,0.5037299279302061
Buena Vista,2020-12,2020,12,19772,14535,3183,4335,4020,87,11625,334,244,501,3,1082,12707,Voter Registration/data_csv/2020-12.csv,NA,NA,0.2504918548831353,0.34115054694263003,0.31636106083261195,NA,0.5916424018257653,0.9148500826316204,0.08514991736837964,0.8742346061231511,0.24196766425868593,0.3150326797385621,0.557000343997248
Butler,2020-12,2020,12,14333,11132,1948,4748,3070,50,9816,61,116,197,2,376,10192,Voter Registration/data_csv/2020-12.csv,NA,NA,0.19113029827315542,0.46585557299843017,0.3012166405023548,NA,0.6569858712715856,0.9631083202511774,0.036891679748822605,0.9155587495508444,0.18047071505569529,0.4369385555156306,0.6174092705713259
