County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Emmet,1415,1945,1968,37,5365,273,289,762,7,1331,6696
Fayette,3041,4170,3600,62,10873,409,371,871,26,1677,12550
Floyd,2466,2780,3656,59,8961,554,364,1183,20,2121,11082
Franklin,1118,2820,1664,33,5635,176,249,506,6,937,6572
Fremont,839,2442,876,29,4186,171,303,356,15,845,5031
Greene,1449,2414,1690,48,5601,188,224,501,7,920,6521
Grundy,1475,4066,2326,48,7915,173,322,582,9,1086,9001
Guthrie,1557,2951,2482,50,7040,217,297,664,8,1186,8226
Hamilton,2067,4050,2451,53,8621,300,380,792,16,1488,10109
Hancock,1301,3367,1963,37,6668,187,305,576,14,1082,7750
Hardin,2304,4710,2793,59,9866,403,490,925,19,1837,11703
Harrison,1815,4379,2119,76,8389,119,210,215,11,555,8944
Henry,2425,4960,3609,73,11067,580,695,1679,38,2992,14059
Howard,1443,1684,2252,26,5405,181,146,540,9,876,6281
Humboldt,1033,2751,1968,29,5781,141,248,459,8,856,6637
Ida,672,2207,1303,12,4194,110,203,379,7,699,4893
Iowa,2421,4516,3722,71,10730,313,373,900,26,1612,12342
Jackson,4337,3940,4029,51,12357,564,356,1389,9,2318,14675
Jasper,7043,7979,7356,153,22531,1052,833,2117,33,4035,26566
Jefferson,3808,3241,2390,84,9523,704,349,810,27,1890,11413
Johnson,45178,15861,25865,745,87649,10234,3921,9483,347,23985,111634
Jones,2913,4386,4625,54,11978,347,378,1206,16,1947,13925
Keokuk,1389,2602,1747,32,5770,231,255,500,5,991,6761
Kossuth,2318,4380,3065,41,9804,228,339,752,15,1334,11138
Lee,7042,5456,5839,144,18481,1318,667,2357,60,4402,22883
Linn,52625,37687,44218,1425,135955,8343,4885,11360,477,25065,161020
Louisa,1437,2552,1948,30,5967,301,260,713,10,1284,7251
Lucas,1045,2433,1568,30,5076,171,252,466,9,898,5974
Lyon,698,5872,1042,17,7629,135,499,353,6,993,8622
Madison,2499,4568,3410,85,10562,321,462,761,21,1565,12127
Mahaska,2206,6653,3415,112,12386,463,683,1213,23,2382,14768
Marion,4666,9973,6291,156,21086,733,1025,1618,31,3407,24493
Marshall,6692,7079,6066,141,19978,1240,890,2369,57,4556,24534
Mills,1784,5207,2302,112,9405,334,665,804,44,1847,11252
Mitchell,1514,2590,2203,41,6348,210,254,553,13,1030,7378
Monona,1315,2354,1539,36,5244,232,248,474,16,970,6214
Monroe,1108,1965,1399,22,4494,172,193,327,12,704,5198
Montgomery,1021,3355,1598,45,6019,217,448,685,15,1365,7384
Muscatine,7066,7804,7823,204,22897,1679,1168,3088,83,6018,28915
O'Brien,1082,5403,1718,53,8256,241,580,613,20,1454,9710
Osceola,401,2382,835,16,3634,73,221,298,4,596,4230
Page,1467,4951,2120,63,8601,316,586,841,19,1762,10363
Palo Alto,1572,2200,1648,24,5444,216,180,473,13,882,6326
Plymouth,2699,8469,4305,100,15573,466,874,1206,34,2580,18153
Pocahontas,731,2159,1270,32,4192,148,195,388,9,740,4932
Polk,115420,78200,80953,2826,277399,19158,10009,20509,886,50562,327961
Pottawattamie,14258,21114,14923,608,50903,3411,3444,6189,275,13319,64222
Poweshiek,3510,3696,4058,67,11331,1392,413,1235,20,3060,14391
Ringgold,496,1879,512,15,2902,82,147,161,2,392,3294
Sac,1042,3385,1749,24,6200,140,283,562,7,992,7192
Scott,34011,30047,36262,927,101247,8850,5276,15031,395,29552,130799
Shelby,1584,3796,2171,37,7588,214,346,472,17,1049,8637
Sioux,1806,15217,3604,79,20706,334,1278,918,27,2557,23263
Story,19546,14906,17915,641,53008,5438,3661,7391,331,16821,69829
Tama,2765,3453,3558,76,9852,394,322,1043,11,1770,11622
Taylor,569,1958,926,28,3481,91,182,279,8,560,4041
Union,1393,3132,2316,44,6885,257,294,899,16,1466,8351
Van Buren,715,2254,1206,33,4208,138,243,387,6,774,4982
Wapello,6076,5671,5430,119,17296,1387,807,2038,47,4279,21575
Warren,9846,12725,10500,276,33347,1258,1329,2367,89,5043,38390
Washington,3116,5565,4357,102,13140,435,636,1212,45,2328,15468
Wayne,734,1600,1031,19,3384,107,156,219,3,485,3869
Webster,6216,7236,6494,157,20103,1347,1024,2665,68,5104,25207
Winnebago,1511,2822,2283,39,6655,266,281,770,14,1331,7986
Winneshiek,4151,4434,4210,52,12847,779,369,1040,29,2217,15064
Woodbury,15273,20200,14563,405,50441,3961,3006,6221,142,13330,63771
Worth,1236,1900,1682,27,4845,142,169,448,4,763,5608
Wright,1500,3188,2117,30,6835,263,323,581,14,1181,8016
Totals,"590,229","654,689","577,488","14,989","1,837,395","109,517","80,850","178,530","5,303","374,200","2,211,595"
