County,Dem Active,Rep Active,No Party Active,Other Active,Total Active,Dem Inactive,Rep Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
Emmet,"1,892","1,617","2,796",8,"6,313",223,150,503,0,876,"7,189"
Fayette,"3,502","3,900","4,214",34,"11,650",192,121,281,4,598,"12,248"
Floyd,"3,058","2,580","4,738",12,"10,388",156,101,283,3,543,"10,931"
Franklin,"1,243","3,041","2,288",7,"6,579",52,61,163,1,277,"6,856"
Fremont,"1,105","1,966","1,618",5,"4,694",148,216,312,1,677,"5,371"
Greene,"1,784","2,076","2,281",9,"6,150",105,132,252,1,490,"6,640"
Grundy,"1,395","3,968","3,028",16,"8,407",64,134,216,3,417,"8,824"
Guthrie,"1,728","2,638","2,792",25,"7,183",112,143,294,1,550,"7,733"
Hamilton,"2,488","3,454","3,789",20,"9,751",127,161,268,1,557,"10,308"
Hancock,"1,456","3,216","2,790",8,"7,470",117,117,262,0,496,"7,966"
Hardin,"2,492","4,548","3,914",15,"10,969",227,199,386,1,813,"11,782"
Harrison,"2,076","3,546","2,295",31,"7,948",35,41,60,2,138,"8,086"
Henry,"2,689","5,042","4,844",24,"12,599",353,307,641,2,"1,303","13,902"
Howard,"1,746","1,396","2,607",4,"5,753",104,73,264,0,441,"6,194"
Humboldt,"1,248","2,594","2,389",5,"6,236",80,80,185,0,345,"6,581"
Ida,835,"2,146","1,774",11,"4,766",53,102,198,0,353,"5,119"
Iowa,"2,600","3,812","4,913",23,"11,348",155,189,342,2,688,"12,036"
Jackson,"5,248","2,785","5,652",18,"13,703",275,152,472,3,902,"14,605"
Jasper,"8,077","7,096","8,441",39,"23,653",491,382,857,3,"1,733","25,386"
Jefferson,"3,339","3,361","3,337",72,"10,109",244,161,382,8,795,"10,904"
Johnson,"37,583","17,704","31,515",582,"87,384","5,245","2,463","5,710",92,"13,510","100,894"
Jones,"3,238","3,657","5,877",18,"12,790",131,106,331,0,568,"13,358"
Keokuk,"2,007","2,246","2,315",5,"6,573",139,84,246,2,471,"7,044"
Kossuth,"3,241","3,350","4,309",11,"10,911",89,94,260,1,444,"11,355"
Lee,"9,365","4,000","8,082",46,"21,493",700,315,"1,014",5,"2,034","23,527"
Linn,"46,205","36,534","50,012",655,"133,406","5,072","2,726","6,100",78,"13,976","147,382"
Louisa,"1,643","2,337","2,499",11,"6,490",197,140,368,1,706,"7,196"
Lucas,"1,316","2,172","1,987",9,"5,484",72,95,187,0,354,"5,838"
Lyon,840,"5,352","1,673",4,"7,869",87,184,155,0,426,"8,295"
Madison,"2,707","3,916","3,796",22,"10,441",152,207,316,0,675,"11,116"
Mahaska,"2,855","5,841","4,839",46,"13,581",272,247,447,3,969,"14,550"
Marion,"5,124","8,994","7,626",42,"21,786",371,520,649,5,"1,545","23,331"
Marshall,"6,941","7,326","9,062",33,"23,362",598,504,980,2,"2,084","25,446"
Mills,"1,893","4,791","3,045",24,"9,753",169,284,366,3,822,"10,575"
Mitchell,"1,712","2,407","2,722",10,"6,851",108,107,175,1,391,"7,242"
Monona,"1,909","1,838","2,369",8,"6,124",107,118,202,0,427,"6,551"
Monroe,"1,621","1,494","1,538",6,"4,659",87,67,121,3,278,"4,937"
Montgomery,990,"3,667","2,078",6,"6,741",89,196,238,0,523,"7,264"
Muscatine,"7,515","7,893","10,470",49,"25,927",564,568,"1,034",2,"2,168","28,095"
O'Brien,"1,275","5,261","2,652",15,"9,203",91,220,263,2,576,"9,779"
Osceola,488,"2,494","1,090",4,"4,076",33,96,116,0,245,"4,321"
Page,"1,491","4,194","3,361",12,"9,058",178,250,521,5,954,"10,012"
Palo Alto,"2,199","1,586","2,153",11,"5,949",125,89,226,0,440,"6,389"
Plymouth,"3,062","7,669","5,438",32,"16,201",281,431,598,3,"1,313","17,514"
Pocahontas,"1,055","1,649","2,194",15,"4,913",40,66,140,0,246,"5,159"
Polk,"101,401","81,263","84,240","1,358","268,262","5,396","3,827","5,935",80,"15,238","283,500"
Pottawattamie,"15,363","20,544","19,351",214,"55,472","1,409","1,189","1,956",21,"4,575","60,047"
Poweshiek,"3,610","3,637","5,224",47,"12,518",478,121,419,3,"1,021","13,539"
Ringgold,835,"1,444",732,2,"3,013",45,51,70,0,166,"3,179"
Sac,"1,288","3,072","2,546",6,"6,912",72,104,166,0,342,"7,254"
Scott,"34,399","30,273","45,402",474,"110,548","3,171","2,169","4,799",31,"10,170","120,718"
Shelby,"1,763","3,534","2,620",9,"7,926",63,68,112,1,244,"8,170"
Sioux,"1,612","14,314","3,863",25,"19,814",101,459,368,2,930,"20,744"
Story,"15,511","15,821","21,841",372,"53,545","2,179","1,536","3,306",54,"7,075","60,620"
Tama,"3,131","3,236","4,596",16,"10,979",149,129,357,0,635,"11,614"
Taylor,703,"1,806","1,228",7,"3,744",78,107,231,0,416,"4,160"
Union,"1,646","2,691","3,130",13,"7,480",80,98,218,0,396,"7,876"
Van Buren,977,"2,100","1,526",18,"4,621",70,110,186,0,366,"4,987"
Wapello,"8,670","4,989","6,970",43,"20,672",668,337,778,3,"1,786","22,458"
Warren,"9,279","10,701","10,944",73,"30,997",601,595,"1,055",6,"2,257","33,254"
Washington,"2,884","5,570","5,206",47,"13,707",155,199,394,2,750,"14,457"
Wayne,945,"1,336","1,157",3,"3,441",55,74,83,0,212,"3,653"
Webster,"8,243","6,370","8,399",55,"23,067",669,455,"1,051",5,"2,180","25,247"
Winnebago,"1,487","2,850","2,798",8,"7,143",125,117,237,0,479,"7,622"
Winneshiek,"3,499","4,296","5,313",25,"13,133",184,107,277,0,568,"13,701"
Woodbury,"17,889","18,656","18,900",154,"55,599","1,621","1,245","2,075",19,"4,960","60,559"
Worth,"1,438","1,700","2,044",3,"5,185",120,76,252,2,450,"5,635"
Wright,"1,844","3,400","2,617",11,"7,872",143,215,287,1,646,"8,518"
Totals,"590,046","612,197","708,665","6,326","1,917,234","46,140","34,513","69,173",585,"150,411","2,067,645"
