County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Hancock,1526,3653,2363,43,7585,51,88,98,6,243,7828
Hardin,2714,5090,3459,73,11336,93,126,174,6,399,11735
Harrison,2067,4709,2409,82,9267,34,64,58,2,158,9425
Henry,2920,5416,4436,94,12866,235,316,583,13,1147,14013
Howard,1637,1798,2589,37,6061,48,44,118,1,211,6272
Humboldt,1207,2951,2215,37,6410,34,66,94,2,196,6606
Ida,804,2403,1597,22,4826,25,39,50,2,116,4942
Iowa,2748,4833,4236,90,11907,88,110,155,6,359,12266
Jackson,5033,4184,4931,55,14203,94,85,227,1,407,14610
Jasper,8213,8629,8659,165,25666,196,179,341,6,722,26388
Jefferson,4449,3531,2827,96,10903,194,90,167,8,459,11362
Johnson,50884,17853,28441,904,98082,5106,2119,4381,178,11784,109866
Jones,3317,4662,5433,59,13471,80,112,214,5,411,13882
Keokuk,1641,2792,2160,34,6627,42,67,77,1,187,6814
Kossuth,2606,4679,3480,39,10804,69,118,194,4,385,11189
Lee,8420,5941,7425,174,21960,293,176,512,18,999,22959
Linn,59840,41375,50065,1735,153015,2530,1786,2900,134,7350,160365
Louisa,1732,2792,2433,36,6993,57,46,128,2,233,7226
Lucas,1242,2576,1890,35,5743,40,79,88,3,210,5953
Lyon,812,6242,1258,22,8334,27,97,51,1,176,8510
Madison,2810,4871,3713,92,11486,107,164,216,5,492,11978
Mahaska,2671,7201,4286,129,14287,101,184,218,6,509,14796
Marion,5390,10604,7114,172,23280,207,334,420,4,965,24245
Marshall,7944,7848,7630,179,23601,240,233,439,10,922,24523
Mills,2078,5579,2760,123,10540,79,194,160,12,445,10985
Mitchell,1713,2744,2578,51,7086,82,82,131,2,297,7383
Monona,1536,2501,1832,48,5917,74,85,137,4,300,6217
Monroe,1324,2146,1489,31,4990,42,45,90,4,181,5171
Montgomery,1215,3716,2022,50,7003,63,96,137,3,299,7302
Muscatine,8726,8887,9974,268,27855,251,231,495,12,989,28844
O'Brien,1277,5867,2184,59,9387,71,166,117,5,359,9746
Osceola,494,2568,1047,21,4130,16,50,55,0,121,4251
Page,1739,5234,2499,70,9542,104,226,273,7,610,10152
Palo Alto,1845,2360,1971,35,6211,34,32,77,2,145,6356
Plymouth,3158,9102,5048,107,17415,92,193,207,13,505,17920
Pocahontas,889,2346,1525,38,4798,32,50,98,1,181,4979
Polk,132980,86492,90558,3441,313471,5356,3247,4980,230,13813,327284
Pottawattamie,17184,23581,18935,760,60460,815,899,1235,63,3012,63472
Poweshiek,4497,4068,4745,73,13383,449,103,274,8,834,14217
Ringgold,588,2009,605,13,3215,18,48,33,0,99,3314
Sac,1215,3653,2128,25,7021,32,58,87,1,178,7199
Scott,40797,33553,44227,1151,119728,3115,2136,4637,129,10017,129745
Shelby,1801,3990,2420,44,8255,76,134,145,5,360,8615
Sioux,2110,16044,4011,98,22263,92,432,210,6,740,23003
Story,23884,17838,22807,854,65383,1636,971,1822,107,4536,69919
Tama,3170,3703,4282,82,11237,81,106,188,3,378,11615
Taylor,656,2136,1145,33,3970,23,38,51,1,113,4083
Union,1691,3417,2756,47,7911,68,72,214,4,358,8269
Van Buren,859,2489,1433,34,4815,33,53,62,3,151,4966
Wapello,7500,6237,6762,149,20648,296,213,407,6,922,21570
Warren,10992,13541,11545,309,36387,358,444,606,28,1436,37823
Washington,3560,6050,5081,120,14811,135,152,230,15,532,15343
Wayne,852,1704,1134,22,3712,29,48,61,1,139,3851
Webster,7561,7978,8361,209,24109,320,282,529,8,1139,25248
Winnebago,1769,3020,2704,53,7546,64,88,209,1,362,7908
Winneshiek,4803,4730,4827,73,14433,281,133,305,4,723,15156
Woodbury,18809,22764,18277,507,60357,940,831,1282,36,3089,63446
Worth,1393,2051,1926,25,5395,47,54,114,1,216,5611
Wright,1837,3564,2381,39,7821,56,87,113,6,262,8083
Totals,"687,563","715,342","677,041","18,174","2,098,120","32,360","25,688","43,867","1,461","103,376","2,201,496"
