County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Palo Alto,1240,1931,11,1041,3,4226,488,515,12,980,7,2002,6228
Plymouth,1953,7111,41,2890,7,12002,1042,2238,56,2571,20,5927,17929
Pocahontas,593,1921,22,852,2,3390,267,478,12,775,8,1540,4930
Polk,93702,68215,1546,57064,291,220818,39392,21088,1373,45045,417,107315,328133
Pottawattamie,10184,17383,253,8796,67,36683,6829,7674,433,11712,150,26798,63481
Poweshiek,2725,3319,33,2919,9,9005,1838,874,43,2287,7,5049,14054
Ringgold,423,1652,7,361,3,2446,132,381,4,305,2,824,3270
Sac,711,2711,9,984,3,4418,379,1053,11,1238,6,2687,7105
Scott,25645,26439,424,24401,97,77006,14912,9180,530,25132,177,49931,126937
Shelby,1153,3421,29,1327,4,5934,502,945,20,1164,6,2637,8571
Sioux,1238,13178,29,2254,7,16706,813,3232,49,2300,17,6411,23117
Story,16065,12864,340,13140,79,42488,8258,5705,406,12262,110,26741,69229
Tama,2088,3219,32,2314,12,7665,909,741,23,2034,6,3713,11378
Taylor,434,1678,12,584,1,2709,182,475,18,565,4,1244,3953
Union,1105,2750,19,1523,2,5399,466,695,30,1590,5,2786,8185
Van Buren,576,1907,13,793,6,3295,223,556,10,788,5,1582,4877
Wapello,4314,4925,55,3279,12,12585,2600,1844,66,3977,37,8524,21109
Warren,8178,11430,170,7573,26,27377,2677,3250,145,5409,29,11510,38887
Washington,2469,5169,52,2725,11,10426,875,1423,60,2469,11,4838,15264
Wayne,500,1585,9,632,2,2728,227,392,9,474,2,1104,3832
Webster,4530,6337,74,4055,14,15010,2450,2207,88,4762,42,9549,24559
Winnebago,1166,2603,22,1432,3,5226,524,627,24,1442,3,2620,7846
Winneshiek,3632,4130,31,3380,6,11179,1079,680,27,1703,18,3507,14686
Woodbury,9927,16356,162,8311,41,34797,8435,6934,241,12609,99,28318,63115
Worth,952,1736,15,1082,3,3788,322,414,10,943,2,1691,5479
Wright,1079,2768,14,1358,2,5221,575,776,16,1249,8,2624,7845
Totals,"465,303","573,669","7,707","394,147","1,585","1,442,411","208,694","175,323","7,861","350,439","2,585","744,902","2,187,313"
