County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Marion,3638,8904,82,4385,15,17024,1385,2290,69,3571,19,7334,24358
Marshall,4572,6327,84,3945,11,14939,2906,1810,70,4351,32,9169,24108
Mills,1346,4304,60,1363,13,7086,736,1669,76,1699,14,4194,11280
Mitchell,1214,2319,15,1579,1,5128,397,596,24,1065,10,2092,7220
Monona,1007,2100,24,1012,3,4146,296,512,14,569,7,1398,5544
Monroe,817,1813,9,952,0,3591,328,502,17,763,4,1614,5205
Montgomery,757,2689,25,810,4,4285,441,1046,23,1345,12,2867,7152
Muscatine,4920,6796,84,4911,27,16738,3331,2389,115,5801,53,11689,28427
O'Brien,810,4785,34,1165,8,6802,445,1195,27,1104,7,2778,9580
Osceola,274,2050,6,496,1,2827,150,578,6,588,5,1327,4154
Page,1082,4250,26,1324,4,6686,572,1419,41,1501,9,3542,10228
Palo Alto,1244,1947,11,1074,3,4279,476,503,12,958,7,1956,6235
Plymouth,1984,7212,48,2993,7,12244,1012,2143,54,2496,20,5725,17969
Pocahontas,594,1941,22,878,2,3437,261,471,12,762,8,1514,4951
Polk,93980,68654,1577,58813,300,223324,38833,20640,1348,44327,412,105560,328884
Pottawattamie,10318,17611,274,9071,71,37345,6709,7513,425,11528,147,26322,63667
Poweshiek,2719,3340,33,2981,10,9083,1826,857,41,2249,7,4980,14063
Ringgold,421,1658,8,371,3,2461,130,365,2,302,2,801,3262
Sac,709,2713,9,985,3,4419,379,1049,11,1234,6,2679,7098
Scott,25775,26695,437,25310,102,78319,14427,8729,519,24453,172,48300,126619
Shelby,1151,3446,29,1364,4,5994,495,920,20,1143,6,2584,8578
Sioux,1252,13302,29,2360,7,16950,792,3086,48,2230,16,6172,23122
Story,16084,12974,344,13486,80,42968,8172,5598,403,12105,110,26388,69356
Tama,2082,3219,33,2355,12,7701,897,730,23,2004,6,3660,11361
Taylor,433,1681,11,594,1,2720,181,462,17,560,4,1224,3944
Union,1102,2758,20,1573,2,5455,459,680,29,1562,5,2735,8190
Van Buren,571,1915,13,809,6,3314,222,538,10,780,5,1555,4869
Wapello,4317,4976,56,3395,12,12756,2564,1804,65,3920,36,8389,21145
Warren,8207,11553,170,7820,26,27776,2611,3159,140,5303,29,11242,39018
Washington,2475,5189,52,2801,12,10529,855,1398,59,2426,11,4749,15278
Wayne,497,1590,9,643,2,2741,224,385,9,468,2,1088,3829
Webster,4535,6418,74,4192,15,15234,2414,2158,89,4690,42,9393,24627
Winnebago,1159,2623,22,1484,2,5290,511,621,24,1417,3,2576,7866
Winneshiek,3639,4135,31,3443,6,11254,1071,666,27,1681,16,3461,14715
Woodbury,9990,16504,167,8670,44,35375,8179,6655,230,12280,93,27437,62812
Worth,958,1739,15,1104,3,3819,313,405,10,921,2,1651,5470
Wright,1092,2786,13,1392,2,5285,554,760,16,1224,8,2562,7847
Totals,"466,751","577,964","7,887","406,490","1,644","1,460,736","204,081","170,373","7,699","343,518","2,540","728,211","2,188,947"
