County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Marion,"5,191","9,441","7,561",122,"22,315",411,626,842,14,"1,893","24,208"
Marshall,"7,191","7,044","8,440",175,"22,850",496,409,949,17,"1,871","24,721"
Mills,"1,983","5,028","2,976",107,"10,094",113,195,199,11,518,"10,612"
Mitchell,"1,577","2,359","2,649",35,"6,620",121,128,225,4,478,"7,098"
Monona,"1,510","2,046","2,070",31,"5,657",121,164,275,9,569,"6,226"
Monroe,"1,354","1,747","1,534",21,"4,656",70,82,158,3,313,"4,969"
Montgomery,"1,070","3,389","2,235",33,"6,727",99,180,253,7,539,"7,266"
Muscatine,"8,031","7,683","10,494",159,"26,367",548,477,"1,050",21,"2,096","28,463"
O'Brien,"1,165","5,520","2,400",47,"9,132",117,225,235,5,582,"9,714"
Osceola,460,"2,409","1,116",14,"3,999",26,78,100,1,205,"4,204"
Page,"1,587","4,808","2,881",54,"9,330",153,297,439,5,894,"10,224"
Palo Alto,"1,813","1,889","2,133",29,"5,864",98,79,193,2,372,"6,236"
Plymouth,"3,045","8,261","5,429",88,"16,823",188,390,406,11,995,"17,818"
Pocahontas,896,"1,962","1,793",30,"4,681",86,87,202,2,377,"5,058"
Polk,"122,299","77,749","90,064","2,882","292,994","7,974","5,155","7,807",336,"21,272","314,266"
Pottawattamie,"15,700","20,844","19,996",665,"57,205","1,804","1,727","2,793",109,"6,433","63,638"
Poweshiek,"4,391","3,618","4,946",54,"13,009",593,170,499,11,"1,273","14,282"
Ringgold,796,"1,453",759,8,"3,016",29,76,69,1,175,"3,191"
Sac,"1,205","3,151","2,430",24,"6,810",74,107,186,2,369,"7,179"
Scott,"36,295","29,896","46,848",916,"113,955","4,356","2,869","6,488",166,"13,879","127,834"
Shelby,"1,683","3,520","2,591",29,"7,823",105,165,225,6,501,"8,324"
Sioux,"1,990","15,135","4,236",65,"21,426",131,577,328,13,"1,049","22,475"
Story,"22,800","16,663","22,695",736,"62,894","2,782","1,903","3,792",182,"8,659","71,553"
Tama,"2,941","3,275","4,669",47,"10,932",151,130,372,2,655,"11,587"
Taylor,668,"1,809","1,227",24,"3,728",40,73,95,2,210,"3,938"
Union,"1,659","2,660","3,154",50,"7,523",127,148,406,3,684,"8,207"
Van Buren,836,"1,942","1,803",27,"4,608",66,91,137,5,299,"4,907"
Wapello,"7,636","5,352","6,854",103,"19,945",613,354,912,13,"1,892","21,837"
Warren,"10,169","11,515","12,036",231,"33,951",600,725,"1,102",33,"2,460","36,411"
Washington,"3,204","5,597","5,273",111,"14,185",217,295,503,22,"1,037","15,222"
Wayne,883,"1,446","1,131",23,"3,483",37,68,90,4,199,"3,682"
Webster,"7,348","6,815","8,980",166,"23,309",615,469,"1,045",11,"2,140","25,449"
Winnebago,"1,509","2,667","2,985",33,"7,194",126,169,351,2,648,"7,842"
Winneshiek,"4,335","4,130","5,142",57,"13,664",456,217,660,14,"1,347","15,011"
Woodbury,"17,849","19,393","19,660",403,"57,305","1,803","1,484","2,498",56,"5,841","63,146"
Worth,"1,305","1,820","1,965",18,"5,108",85,86,210,2,383,"5,491"
Wright,"1,756","3,283","2,514",37,"7,590",113,162,241,4,520,"8,110"
Totals,"639,315","627,639","712,800","14,822","1,994,576","52,482","41,486","77,843","2,127","173,938","2,168,514"
