County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Ida,679,2214,1298,13,4204,113,215,384,7,719,4923
Iowa,2442,4505,3657,73,10677,327,397,925,25,1674,12351
Jackson,4366,3938,3963,51,12318,583,363,1408,10,2364,14682
Jasper,7227,8113,7367,160,22867,972,703,2010,25,3710,26577
Jefferson,3949,3302,2390,81,9722,598,303,740,26,1667,11389
Johnson,47357,16488,26483,792,91120,8470,3442,8429,309,20650,111770
Jones,2923,4345,4580,54,11902,366,409,1240,16,2031,13933
Keokuk,1392,2592,1740,31,5755,239,281,504,7,1031,6786
Kossuth,2362,4450,3056,40,9908,214,306,722,14,1256,11164
Lee,7154,5511,5790,139,18594,1316,613,2341,59,4329,22923
Linn,54126,38487,44609,1474,138696,7321,4315,10453,426,22515,161211
Louisa,1450,2557,1915,30,5952,298,274,725,10,1307,7259
Lucas,1069,2449,1586,29,5133,159,232,442,8,841,5974
Lyon,696,5843,1020,17,7576,137,520,365,6,1028,8604
Madison,2506,4563,3349,82,10500,358,492,793,21,1664,12164
Mahaska,2218,6648,3392,110,12368,469,719,1236,22,2446,14814
Marion,4789,10094,6332,159,21374,673,907,1529,27,3136,24510
Marshall,6733,7092,5943,140,19908,1298,921,2412,57,4688,24596
Mills,1810,5255,2309,107,9481,317,596,764,39,1716,11197
Mitchell,1552,2589,2208,43,6392,197,239,539,13,988,7380
Monona,1324,2337,1535,36,5232,242,269,484,16,1011,6243
Monroe,1145,1983,1401,24,4553,159,173,304,11,647,5200
Montgomery,1022,3347,1567,41,5977,227,457,681,14,1379,7356
Muscatine,7279,7984,7865,213,23341,1560,1039,2964,75,5638,28979
O'Brien,1100,5462,1753,57,8372,227,539,594,17,1377,9749
Osceola,414,2414,852,17,3697,73,200,280,4,557,4254
Page,1482,4905,2090,62,8539,319,585,850,18,1772,10311
Palo Alto,1583,2191,1639,23,5436,226,196,482,14,918,6354
Plymouth,2723,8454,4246,98,15521,470,897,1207,34,2608,18129
Pocahontas,744,2200,1287,29,4260,137,167,368,10,682,4942
Polk,115812,78115,79372,2796,276095,19713,10631,21024,917,52285,328380
Pottawattamie,14273,21025,14704,585,50587,3520,3537,6265,281,13603,64190
Poweshiek,3602,3696,4003,65,11366,1366,436,1252,22,3076,14442
Ringgold,498,1862,489,14,2863,82,164,159,2,407,3270
Sac,1077,3400,1741,22,6240,137,272,557,7,973,7213
Scott,35114,30761,36666,960,103501,8098,4713,14171,356,27338,130839
Shelby,1612,3766,2157,31,7566,221,362,484,18,1085,8651
Sioux,1807,15189,3514,80,20590,346,1342,921,27,2636,23226
Story,19761,14993,17970,640,53364,5450,3688,7326,343,16807,70171
Tama,2816,3471,3547,76,9910,378,285,1026,9,1698,11608
Taylor,577,1990,928,28,3523,89,166,271,8,534,4057
Union,1408,3132,2261,44,6845,272,313,921,16,1522,8367
Van Buren,736,2319,1188,30,4273,124,214,374,7,719,4992
Wapello,6257,5776,5494,123,17650,1317,728,1939,41,4025,21675
Warren,10150,12988,10632,283,34053,1052,1100,2133,77,4362,38415
Washington,3152,5554,4250,100,13056,453,677,1257,47,2434,15490
Wayne,742,1608,1012,18,3380,104,145,214,3,466,3846
Webster,6279,7185,6399,158,20021,1376,1060,2697,67,5200,25221
Winnebago,1537,2824,2255,40,6656,269,300,785,14,1368,8024
Winneshiek,4195,4449,4222,50,12916,790,397,1033,29,2249,15165
Woodbury,15402,20224,14271,406,50303,4016,3107,6252,146,13521,63824
Worth,1254,1919,1712,27,4912,138,144,411,3,696,5608
Wright,1525,3202,2057,30,6814,291,356,606,14,1267,8081
Totals,"601,452","659,650","575,914","15,128","1,852,144","105,043","78,545","174,283","5,094","362,965","2,215,109"
