County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Emmet,1129,2489,1766,31,5415,142,178,354,6,680,6095
Fayette,2441,4975,3638,66,11120,241,229,503,10,983,12103
Floyd,2100,3080,3480,44,8704,270,218,627,15,1130,9834
Franklin,926,2918,1568,28,5440,119,177,394,10,700,6140
Fremont,696,2591,947,32,4266,84,236,211,14,545,4811
Greene,1161,2591,1727,55,5534,123,171,245,7,546,6080
Grundy,1269,4330,2295,61,7955,117,226,324,10,677,8632
Guthrie,1377,3369,2419,52,7217,119,190,367,8,684,7901
Hamilton,1723,4282,2529,46,8580,228,281,461,9,979,9559
Hancock,1099,3670,1778,51,6598,139,236,383,10,768,7366
Hardin,1971,4861,2614,70,9516,227,406,499,14,1146,10662
Harrison,1556,4836,2195,94,8681,172,328,303,14,817,9498
Henry,2062,5157,3535,81,10835,229,426,726,20,1401,12236
Howard,1236,1840,2340,26,5442,90,126,351,7,574,6016
Humboldt,834,2939,1909,38,5720,95,178,325,2,600,6320
Ida,567,2290,1242,14,4113,54,133,240,6,433,4546
Iowa,2157,4767,3657,74,10655,199,287,615,11,1112,11767
Jackson,3278,4957,3842,61,12138,317,268,783,9,1377,13515
Jasper,5909,9232,7122,152,22415,645,612,1417,31,2705,25120
Jefferson,3215,3497,2456,93,9261,440,244,557,20,1261,10522
Johnson,44513,18159,31750,821,95243,6945,2198,6826,217,16186,111429
Jones,2593,4911,4629,64,12197,194,283,712,16,1205,13402
Keokuk,1080,3037,1537,39,5693,120,200,297,4,621,6314
Kossuth,1791,4798,2641,66,9296,194,313,563,11,1081,10377
Lee,5732,6413,6013,135,18293,756,563,1315,38,2672,20965
Linn,48458,40166,47488,1464,137576,5907,3381,8083,321,17692,155268
Louisa,1138,2687,1969,40,5834,206,246,453,9,914,6748
Lucas,864,2794,1441,32,5131,94,232,285,3,614,5745
Lyon,554,6164,1002,16,7736,87,367,226,6,686,8422
Madison,2145,5238,3455,102,10940,192,392,600,11,1195,12135
Mahaska,1815,6814,3189,104,11922,282,551,671,32,1536,13458
Marion,3983,10833,6789,147,21752,488,768,1272,33,2561,24313
Marshall,5668,7576,6387,148,19779,919,531,1330,38,2818,22597
Mills,1640,5600,2099,140,9479,267,564,590,33,1454,10933
Mitchell,1303,2897,2103,40,6343,179,233,412,17,841,7184
Monona,1098,2723,1364,48,5233,138,211,269,8,626,5859
Monroe,860,2413,1314,24,4611,99,183,230,6,518,5129
Montgomery,906,3335,1338,45,5624,135,320,478,13,946,6570
Muscatine,5939,8436,7975,229,22579,1043,769,1870,57,3739,26318
O'Brien,918,5648,1675,58,8299,151,350,332,16,849,9148
Osceola,318,2415,790,14,3537,46,168,185,5,404,3941
Page,1199,5411,1947,61,8618,180,447,494,14,1135,9753
Palo Alto,1378,2523,1572,37,5510,130,132,271,4,537,6047
Plymouth,2318,8801,4435,81,15635,321,620,709,28,1678,17313
Pocahontas,638,2225,1134,40,4037,81,153,231,9,474,4511
Polk,108981,86133,91596,2939,289649,12887,6151,14786,547,34371,324020
Pottawattamie,12903,22819,14789,644,51155,2084,2375,3556,181,8196,59351
Poweshiek,3104,3971,4252,60,11387,630,264,719,17,1630,13017
Ringgold,453,1917,548,14,2932,43,108,97,2,250,3182
Sac,831,3559,1757,24,6171,87,210,310,7,614,6785
Scott,30588,33471,37676,959,102694,4864,2978,8055,247,16144,118838
Shelby,1285,4104,1877,49,7315,172,341,463,14,990,8305
Sioux,1496,15488,3741,82,20807,297,981,855,19,2152,22959
Story,17744,16651,21134,607,56136,2686,1609,3943,164,8402,64538
Tama,2230,4146,2988,61,9425,289,257,660,11,1217,10642
Taylor,462,2066,819,29,3376,59,174,162,10,405,3781
Union,1196,3288,2283,42,6809,140,226,464,14,844,7653
Van Buren,561,2384,1105,32,4082,74,143,250,9,476,4558
Wapello,4898,6341,5389,130,16758,769,630,1242,38,2679,19437
Warren,9220,14912,11464,300,35896,869,1023,1659,60,3611,39507
Washington,2787,6159,3974,93,13013,277,410,773,26,1486,14499
Wayne,513,2088,834,25,3460,64,129,147,2,342,3802
Webster,4839,8678,5743,163,19423,767,691,1486,41,2985,22408
Winnebago,1261,2937,2158,34,6390,165,234,526,9,934,7324
Winneshiek,3816,4741,4551,60,13168,427,207,593,12,1239,14407
Woodbury,12886,20966,14700,465,49017,2892,2308,4554,125,9879,58896
Worth,1020,2195,1478,31,4724,113,122,297,6,538,5262
Wright,1219,3372,1950,45,6586,160,237,400,5,802,7388
Totals,"529,915","721,205","600,119","16,043","1,867,282","70,075","55,293","114,681","3,532","243,581","2,110,863"
