County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Warren,"10,675","12,160","10,933",216,"33,984",572,724,"1,085",33,"2,414","36,398"
Washington,"3,574","5,800","4,726",106,"14,206",216,290,485,21,"1,012","15,218"
Wayne,902,"1,514","1,055",20,"3,491",36,66,89,3,194,"3,685"
Webster,"7,653","7,338","8,137",154,"23,282",605,461,"1,043",11,"2,120","25,402"
Winnebago,"1,714","2,803","2,644",31,"7,192",125,167,349,2,643,"7,835"
Winneshiek,"4,749","4,434","4,458",57,"13,698",447,210,650,14,"1,321","15,019"
Woodbury,"18,268","21,296","17,451",351,"57,366","1,784","1,474","2,475",56,"5,789","63,155"
Worth,"1,383","1,894","1,824",15,"5,116",84,83,209,2,378,"5,494"
Wright,"1,876","3,427","2,249",35,"7,587",109,159,237,3,508,"8,095"
Totals,"674,455","669,503","639,834","13,615","1,997,407","51,646","40,477","76,570","2,102","170,795","2,168,202"
