County,"Democratic 
Active","Republican 
Active","Libertarian 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","Libertarian 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Delaware,1908,4310,32,3197,9,9456,507,756,17,1575,7,2862,12318
Des Moines,6071,6355,100,5274,27,17827,3198,2009,100,4676,24,10007,27834
Dickinson,1978,5862,44,3003,9,10896,698,1378,52,1702,9,3839,14735
Dubuque,18501,16612,256,13528,53,48950,6747,4545,257,9676,78,21303,70253
Emmet,1027,1887,14,1421,7,4356,438,518,21,1197,1,2175,6531
Fayette,2348,4046,30,2863,12,9299,753,803,28,1616,12,3212,12511
Floyd,1881,2647,32,2720,3,7283,789,649,28,1940,12,3418,10701
Franklin,817,2596,11,1150,3,4577,351,569,21,1050,7,1998,6575
Fremont,650,2155,10,676,4,3495,279,682,22,584,9,1576,5071
Greene,1068,2231,33,1347,11,4690,373,532,17,829,5,1756,6446
Grundy,1133,3772,30,1833,4,6772,385,746,17,1076,3,2227,8999
Guthrie,1229,3018,40,1853,3,6143,374,587,16,1178,1,2156,8299
Hamilton,1571,3613,31,2045,3,7263,610,820,24,1383,9,2846,10109
Hancock,982,3161,22,1328,3,5496,379,739,13,1114,12,2257,7753
Hardin,1778,4275,35,1975,6,8069,690,1136,29,1569,8,3432,11501
Harrison,1346,3996,42,1503,9,6896,435,841,27,841,11,2155,9051
Henry,1827,4425,48,2621,8,8929,775,1203,44,2391,11,4424,13353
Howard,1156,1565,19,1791,1,4532,311,382,13,1101,4,1811,6343
Humboldt,797,2540,19,1510,3,4869,268,567,14,965,4,1818,6687
Ida,515,1980,7,939,1,3442,190,471,5,734,3,1403,4845
Iowa,1943,4212,42,2959,7,9163,641,831,32,1791,10,3305,12468
Jackson,3314,3853,37,3009,9,10222,1030,824,17,2469,10,4350,14572
Jasper,5423,7648,82,5529,15,18697,1980,1820,59,4081,18,7958,26655
Jefferson,2996,3024,51,1801,14,7886,1210,733,31,1502,18,3494,11380
Johnson,37970,14616,392,21428,124,74530,14923,5287,359,15371,133,36073,110603
Jones,2359,4287,33,3462,5,10146,639,885,28,2360,8,3920,14066
Keokuk,1054,2402,20,1205,6,4687,418,627,11,925,2,1983,6670
Kossuth,1789,4019,22,2257,6,8093,488,841,25,1519,4,2877,10970
Lee,5204,5015,83,4328,9,14639,2318,1526,79,3918,28,7869,22508
Linn,41940,34519,734,35790,181,113164,15713,8945,632,22101,206,47597,160761
Louisa,959,2301,19,1423,0,4702,625,599,18,1364,6,2612,7314
Lucas,798,2240,17,1193,5,4253,292,638,13,845,2,1790,6043
Lyon,538,5328,10,845,1,6722,253,1160,9,643,3,2068,8790
Madison,1993,4368,66,2758,5,9190,586,1070,30,1577,8,3271,12461
Mahaska,1552,5894,67,2192,4,9709,889,1663,57,2240,11,4860,14569
Marion,3595,9372,88,5013,20,18088,1288,2061,63,3268,18,6698,24786
Marshall,4646,6625,88,4527,18,15904,2711,1650,69,4098,28,8556,24460
Mills,1365,4602,68,1548,14,7597,667,1518,64,1555,11,3815,11412
Mitchell,1206,2361,16,1650,1,5234,376,580,26,1002,10,1994,7228
Monona,1017,2211,30,1089,2,4349,263,462,14,538,7,1284,5633
Monroe,807,1911,12,1089,0,3819,307,450,15,682,4,1458,5277
Montgomery,741,2765,23,861,4,4394,423,970,23,1287,12,2715,7109
Muscatine,4991,7186,94,5340,36,17647,3153,2237,118,5564,51,11123,28770
O'Brien,813,4937,39,1275,9,7073,420,1080,27,1038,6,2571,9644
Osceola,271,2118,8,555,1,2953,140,530,5,554,4,1233,4186
Page,1077,4459,29,1552,6,7123,537,1279,39,1397,7,3259,10382
Palo Alto,1211,2109,15,1183,4,4522,432,456,11,885,5,1789,6311
Plymouth,1970,7521,43,3232,11,12777,960,1975,53,2340,19,5347,18124
Pocahontas,587,2017,27,953,2,3586,221,391,8,616,7,1243,4829
Polk,92286,73141,1617,64026,340,231410,37263,19586,1270,42363,391,100873,332283
Pottawattamie,10524,18814,324,9990,85,39737,6329,6946,404,10870,136,24685,64422
Poweshiek,2722,3518,35,3261,11,9547,1770,806,37,2098,5,4716,14263
Ringgold,417,1693,8,388,3,2509,123,334,2,292,2,753,3262
Sac,776,3127,9,1332,5,5249,274,683,9,982,6,1954,7203
Scott,25659,28415,455,27896,121,82546,13930,8375,507,23439,156,46407,128953
Shelby,1144,3582,30,1442,4,6202,452,824,21,1079,6,2382,8584
Sioux,1295,13815,28,2710,9,17857,720,2784,47,2067,13,5631,23488
Story,15500,13772,343,14083,78,43776,8016,5445,394,11866,109,25830,69606
Tama,2058,3305,33,2491,13,7900,849,698,21,1910,5,3483,11383
Taylor,431,1748,10,630,3,2822,163,410,17,525,2,1117,3939
Union,1079,2800,25,1831,3,5738,431,654,28,1456,5,2574,8312
Van Buren,561,1977,12,896,7,3453,202,499,10,726,5,1442,4895
Wapello,4238,5167,62,3779,16,13262,2466,1726,64,3699,32,7987,21249
Warren,8172,12388,169,8398,27,29154,2502,3001,141,5075,30,10749,39903
Washington,2458,5349,51,2916,12,10786,825,1335,58,2299,10,4527,15313
Wayne,491,1626,10,696,2,2825,209,363,8,445,1,1026,3851
Webster,4528,6849,87,4578,18,16060,2242,2018,81,4402,42,8785,24845
Winnebago,1107,2660,19,1614,2,5402,506,606,23,1362,3,2500,7902
Winneshiek,3551,4251,34,3582,10,11428,1058,630,26,1620,15,3349,14777
Woodbury,9929,17179,190,9784,53,37135,7878,6339,217,11763,84,26281,63416
Worth,939,1794,17,1171,3,3924,292,380,10,863,2,1547,5471
Wright,1108,2886,19,1562,2,5577,494,671,13,1121,7,2306,7883
Totals,"460,253","608,393","8,301","442,318","1,847","1,521,112","195,604","160,051","7,317","326,203","2,382","691,557","2,212,669"
