County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Mahaska,1830,6861,3194,106,11991,269,495,640,30,1434,13425
Marion,4028,10892,6829,147,21896,455,699,1202,33,2389,24285
Marshall,5715,7638,6402,152,19907,881,483,1279,36,2679,22586
Mills,1646,5608,2097,140,9491,262,559,584,33,1438,10929
Mitchell,1316,2912,2112,40,6380,173,217,399,17,806,7186
Monona,1112,2741,1367,47,5267,136,187,259,9,591,5858
Monroe,868,2434,1326,24,4652,93,161,212,6,472,5124
Montgomery,919,3361,1345,45,5670,122,297,464,13,896,6566
Muscatine,5993,8502,7975,232,22702,999,710,1812,57,3578,26280
O'Brien,928,5689,1682,62,8361,141,312,322,11,786,9147
Osceola,320,2425,794,14,3553,45,155,175,5,380,3933
Page,1201,5408,1936,61,8606,180,450,495,14,1139,9745
Palo Alto,1380,2530,1573,37,5520,132,132,272,4,540,6060
Plymouth,2345,8856,4459,82,15742,297,552,680,26,1555,17297
Pocahontas,649,2254,1145,41,4089,73,126,219,8,426,4515
Polk,108978,86060,91121,2941,289100,13050,6227,14946,553,34776,323876
Pottawattamie,13108,23072,14931,648,51759,1939,2156,3380,177,7652,59411
Poweshiek,3154,4005,4289,62,11510,593,227,667,17,1504,13014
Ringgold,462,1931,553,14,2960,36,96,91,2,225,3185
Sac,841,3589,1759,24,6213,80,192,301,7,580,6793
Scott,31050,33901,38113,982,104046,4425,2546,7458,224,14653,118699
Shelby,1291,4117,1865,49,7322,163,299,449,14,925,8247
Sioux,1523,15549,3777,84,20933,270,890,804,19,1983,22916
Story,17778,16656,21053,611,56098,2692,1610,3939,162,8403,64501
Tama,2248,4173,3011,61,9493,276,235,639,11,1161,10654
Taylor,471,2089,822,29,3411,54,152,160,10,376,3787
Union,1209,3318,2292,43,6862,132,197,442,13,784,7646
Van Buren,566,2392,1113,33,4104,67,133,238,8,446,4550
Wapello,4954,6409,5416,130,16909,732,567,1194,38,2531,19440
Warren,9322,15041,11552,301,36216,791,898,1552,58,3299,39515
Washington,2796,6188,3996,94,13074,270,381,745,25,1421,14495
Wayne,515,2107,841,25,3488,62,114,142,2,320,3808
Webster,4883,8720,5781,164,19548,734,637,1435,41,2847,22395
Winnebago,1275,2976,2174,34,6459,159,205,503,9,876,7335
Winneshiek,3874,4777,4577,61,13289,381,176,558,11,1126,14415
Woodbury,13026,21138,14771,476,49411,2780,2134,4403,116,9433,58844
Worth,1027,2200,1495,32,4754,105,116,282,5,508,5262
Wright,1233,3404,1957,46,6640,151,208,385,4,748,7388
Totals,"534,684","726,311","602,959","16,196","1,880,150","66,383","50,304","109,709","3,398","229,794","2,109,944"
