County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Poweshiek,2856,3877,4038,55,10826,864,356,1063,23,2306,13132
Ringgold,433,1843,518,13,2807,56,173,127,2,358,3165
Sac,787,3480,1653,22,5942,115,317,477,9,918,6860
Scott,29059,32416,35582,887,97944,6181,4093,11866,314,22454,120398
Shelby,1235,3958,1797,40,7030,208,491,606,23,1328,8358
Sioux,1435,15218,3614,75,20342,354,1267,1220,22,2863,23205
Story,16485,15759,19669,532,52445,3780,2420,5947,227,12374,64819
Tama,2113,4017,2793,54,8977,361,350,867,19,1597,10574
Taylor,434,1957,762,30,3183,79,266,233,11,589,3772
Union,1157,3202,2125,37,6521,165,301,750,16,1232,7753
Van Buren,523,2290,1022,28,3863,97,220,369,12,698,4561
Wapello,4537,6110,4880,113,15640,1006,878,1863,58,3805,19445
Warren,8901,14532,11024,288,34745,1100,1398,2429,80,5007,39752
Washington,2660,5993,3753,91,12497,369,602,1067,31,2069,14566
Wayne,469,2010,766,23,3268,92,183,219,3,497,3765
Webster,4594,8528,5662,150,18934,997,1050,2092,57,4196,23130
Winnebago,1200,2853,2020,37,6110,205,320,725,9,1259,7369
Winneshiek,3648,4658,4434,54,12794,564,269,836,15,1684,14478
Woodbury,12195,20230,13636,421,46482,3444,3071,6280,166,12961,59443
Worth,971,2114,1408,30,4523,136,185,378,8,707,5230
Wright,1155,3203,1775,44,6177,203,357,618,9,1187,7364
Totals,"502,728","698,002","568,546","14,650","1,783,926","91,088","78,157","167,223","4,957","341,425","2,125,351"
