County,"Democratic 
Active","Republican 
Active","No Party 
Active","Other 
Active","Total 
Active","Democratic 
Inactive","Republican 
Inactive","No Party 
Inactive","Other 
Inactive","Total 
Inactive",Grand Total
Lyon,523,6007,903,16,7449,119,526,339,7,991,8440
Madison,2062,5090,3198,93,10443,266,533,876,22,1697,12140
Mahaska,1730,6578,2977,95,11380,358,783,949,41,2131,13511
Marion,3801,10458,6182,136,20577,655,1142,1948,44,3789,24366
Marshall,5350,7314,5675,131,18470,1196,768,2096,54,4114,22584
Mills,1521,5292,1865,127,8805,368,875,850,47,2140,10945
Mitchell,1225,2791,1912,37,5965,249,337,606,21,1213,7178
Monona,1044,2618,1251,44,4957,185,313,380,12,890,5847
Monroe,838,2332,1223,24,4417,113,259,340,7,719,5136
Montgomery,868,3215,1227,40,5350,168,417,598,18,1201,6551
Muscatine,5655,8094,7358,201,21308,1304,1082,2578,84,5048,26356
O'Brien,876,5469,1528,52,7925,185,513,496,21,1215,9140
Osceola,299,2352,724,13,3388,64,234,256,5,559,3947
Page,1092,5112,1670,58,7932,271,740,793,19,1823,9755
Palo Alto,1333,2416,1448,36,5233,172,230,410,9,821,6054
Plymouth,2184,8546,4098,78,14906,443,904,1066,32,2445,17351
Pocahontas,596,2131,1060,35,3822,120,245,322,15,702,4524
Polk,102559,81844,82652,2644,269699,18870,10187,24346,841,54244,323943
Pottawattamie,12149,21743,13233,567,47692,2788,3463,5204,263,11718,59410
Poweshiek,2835,3854,3898,56,10643,886,377,1106,23,2392,13035
Ringgold,433,1838,515,12,2798,57,181,132,4,374,3172
Sac,781,3405,1571,22,5779,136,371,523,9,1039,6818
Scott,28964,32152,33933,880,95929,6367,4253,12158,318,23096,119025
Shelby,1234,3937,1744,39,6954,218,504,619,25,1366,8320
Sioux,1416,15107,3376,79,19978,364,1338,1264,23,2989,22967
Story,16516,15728,19185,539,51968,3860,2473,6035,230,12598,64566
Tama,2126,4035,2755,52,8968,377,364,894,20,1655,10623
Taylor,433,1951,744,28,3156,88,279,241,11,619,3775
Union,1155,3191,1998,38,6382,175,313,783,16,1287,7669
Van Buren,527,2292,981,28,3828,100,227,384,13,724,4552
Wapello,4589,6051,4725,111,15476,1041,913,1916,58,3928,19404
Warren,8886,14416,10631,277,34210,1170,1472,2539,84,5265,39475
Washington,2673,5930,3654,87,12344,385,646,1098,32,2161,14505
Wayne,477,2013,756,24,3270,94,195,225,3,517,3787
Webster,4517,8271,5133,147,18068,1045,1095,2155,58,4353,22421
Winnebago,1213,2839,1929,33,6014,212,342,764,10,1328,7342
Winneshiek,3662,4656,4310,55,12683,576,280,865,16,1737,14420
Woodbury,12158,20080,12964,420,45622,3565,3186,6442,171,13364,58986
Worth,978,2110,1381,30,4499,144,197,395,8,744,5243
Wright,1159,3223,1720,42,6144,214,369,637,9,1229,7373
Totals,"503,120","693,475","546,835","14,477","1,757,907","94,290","81,849","172,541","5,107","353,787","2,111,694"
